CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Spend_Rank
13564,3,35,15310.35,5,5,5,15,63
14062,9,12,15120.800000000001,5,5,5,15,64
17428,3,18,14562.91,5,5,5,15,66
15808,4,18,14482.03,5,5,5,15,68
12647,2,27,14201.53,5,5,5,15,70
17377,0,60,14174.25,5,5,5,15,71
12939,14,12,13683.0,5,5,5,15,74
15513,0,18,12992.33,5,5,5,15,79
15498,1,19,12633.18,5,5,5,15,80
14667,0,31,12418.01,5,5,5,15,81
17243,4,44,11920.43,5,5,5,15,84
12682,0,23,11745.69,5,5,5,15,86
16525,1,23,11535.29,5,5,5,15,87
15640,7,15,11411.92,5,5,5,15,89
12472,4,13,11308.48,5,5,5,15,93
13319,0,34,11236.95,5,5,5,15,94
12621,0,16,11086.14,5,5,5,15,96
17044,9,11,11013.82,5,5,5,15,97
18087,14,15,10705.8,5,5,5,15,104
14299,0,19,10533.87,5,5,5,15,105
16191,10,11,10497.300000000001,5,5,5,15,106
17706,1,17,10245.49,5,5,5,15,111
17340,1,8,9935.93,5,5,5,15,112
15093,7,18,9729.09,5,5,5,15,117
14045,8,13,9653.28,5,5,5,15,118
14961,14,13,9365.47,5,5,5,15,124
15291,8,26,9178.26,5,5,5,15,125
12540,13,16,8854.25,5,5,5,15,129
15032,1,7,8821.55,5,5,5,15,130
15358,0,22,8703.210000000001,5,5,5,15,132
15738,7,26,8560.55,5,5,5,15,133
16133,11,23,8403.22,5,5,5,15,135
15044,14,18,8389.42,5,5,5,15,136
14739,2,19,8385.22,5,5,5,15,137
16126,14,11,8356.83,5,5,5,15,138
15601,7,17,8183.56,5,5,5,15,142
15078,3,23,8018.77,5,5,5,15,143
14849,8,21,7832.91,5,5,5,15,144
13013,6,18,7814.83,5,5,5,15,145
15382,9,6,7777.84,5,5,5,15,146
16782,0,26,7732.37,5,5,5,15,147
17581,7,20,7712.71,5,5,5,15,149
15005,1,29,7681.71,5,5,5,15,152
13468,3,38,7670.54,5,5,5,15,153
16713,1,18,7619.21,5,5,5,15,154
17858,4,19,7614.24,5,5,5,15,155
12668,13,6,7575.88,5,5,5,15,157
18225,0,15,7539.84,5,5,5,15,159
17364,11,17,7510.24,5,5,5,15,161
15260,7,20,7377.46,5,5,5,15,165
13715,7,13,7348.3,5,5,5,15,166
18260,9,17,7318.91,5,5,5,15,169
15555,0,22,7267.83,5,5,5,15,171
16161,3,25,7210.59,5,5,5,15,174
12583,8,13,7166.0599999999995,5,5,5,15,177
18092,0,8,7111.18,5,5,5,15,179
16550,3,14,7069.27,5,5,5,15,180
13735,11,9,6879.2300000000005,5,5,5,15,186
16327,4,11,6874.97,5,5,5,15,188
16168,4,40,6848.87,5,5,5,15,189
14051,1,15,6784.01,5,5,5,15,191
12481,0,6,6765.07,5,5,5,15,193
17160,9,11,6691.13,5,5,5,15,197
18226,13,15,6650.83,5,5,5,15,198
13174,4,10,6621.6,5,5,5,15,203
13488,2,11,6619.57,5,5,5,15,204
13199,1,30,6615.77,5,5,5,15,205
13050,1,19,6477.67,5,5,5,15,208
14866,1,8,6460.32,5,5,5,15,209
16131,10,6,6450.88,5,5,5,15,210
13113,1,14,6357.08,5,5,5,15,211
17085,11,23,6285.27,5,5,5,15,212
13327,0,14,6251.71,5,5,5,15,213
13758,1,10,6226.43,5,5,5,15,215
15281,13,7,6211.42,5,5,5,15,216
14415,14,10,6124.52,5,5,5,15,219
16923,10,13,6088.05,5,5,5,15,222
13418,7,15,6055.47,5,5,5,15,223
16709,14,9,6026.14,5,5,5,15,224
13941,7,11,6009.34,5,5,5,15,226
14422,9,13,6007.88,5,5,5,15,227
17809,6,11,5925.4800000000005,5,5,5,15,233
14030,1,14,5839.46,5,5,5,15,237
16814,4,16,5781.4400000000005,5,5,5,15,239
15984,3,21,5735.09,5,5,5,15,241
16839,4,11,5716.14,5,5,5,15,242
13448,8,9,5655.2,5,5,5,15,244
14085,3,16,5607.43,5,5,5,15,246
13999,9,17,5600.45,5,5,5,15,247
15144,14,12,5579.87,5,5,5,15,248
13047,8,17,5557.62,5,5,5,15,250
16558,1,19,5535.02,5,5,5,15,251
16985,11,13,5459.04,5,5,5,15,253
17017,0,13,5416.349999999999,5,5,5,15,254
17338,10,9,5395.79,5,5,5,15,256
15950,10,6,5376.2,5,5,5,15,258
15023,4,10,5287.64,5,5,5,15,260
15465,4,15,5281.53,5,5,5,15,262
13102,0,14,5272.83,5,5,5,15,263
17576,0,23,5266.77,5,5,5,15,265
14113,10,12,5252.1900000000005,5,5,5,15,268
13267,1,18,5236.77,5,5,5,15,269
15867,4,17,5224.81,5,5,5,15,270
12755,0,10,5218.71,5,5,5,15,271
13090,0,13,5189.32,5,5,5,15,274
13069,4,16,5185.51,5,5,5,15,275
15547,11,12,5146.45,5,5,5,15,277
15570,4,14,5105.32,5,5,5,15,279
12747,4,16,5061.03,5,5,5,15,282
12474,13,13,5048.66,5,5,5,15,283
16186,7,15,5019.17,5,5,5,15,284
13599,1,14,5013.96,5,5,5,15,285
14135,2,11,4953.61,5,5,5,15,289
17739,9,11,4939.24,5,5,5,15,290
14329,10,8,4912.38,5,5,5,15,292
15332,1,6,4892.68,5,5,5,15,294
14243,0,8,4842.28,5,5,5,15,297
13576,8,11,4834.400000000001,5,5,5,15,298
15194,3,14,4811.16,5,5,5,15,302
13831,4,13,4795.09,5,5,5,15,303
13555,13,9,4792.96,5,5,5,15,304
12971,1,33,4782.88,5,5,5,15,305
13958,14,8,4709.2300000000005,5,5,5,15,310
16556,10,10,4698.79,5,5,5,15,311
15298,1,12,4659.47,5,5,5,15,314
14395,7,12,4630.7,5,5,5,15,315
16456,8,9,4630.16,5,5,5,15,316
17873,8,14,4621.320000000001,5,5,5,15,317
15544,7,12,4615.72,5,5,5,15,318
17068,3,27,4601.69,5,5,5,15,319
13381,14,6,4585.06,5,5,5,15,321
17965,0,17,4558.01,5,5,5,15,323
18041,0,20,4536.29,5,5,5,15,326
12839,2,13,4480.31,5,5,5,15,332
13983,1,10,4479.82,5,5,5,15,333
12490,13,11,4405.71,5,5,5,15,337
18055,2,6,4381.78,5,5,5,15,338
12431,8,13,4370.52,5,5,5,15,341
18061,1,19,4369.56,5,5,5,15,342
14081,4,9,4369.47,5,5,5,15,343
13590,10,12,4354.12,5,5,5,15,345
15694,0,12,4331.41,5,5,5,15,348
15750,1,12,4330.461,5,5,5,15,349
13329,1,7,4323.97,5,5,5,15,350
12567,2,7,4308.58,5,5,5,15,351
16858,3,10,4292.59,5,5,5,15,352
16125,2,14,4292.35,5,5,5,15,353
17049,10,10,4287.5,5,5,5,15,355
14440,0,9,4281.05,5,5,5,15,357
13969,0,18,4266.88,5,5,5,15,360
16722,1,11,4258.2699999999995,5,5,5,15,361
17457,14,9,4247.11,5,5,5,15,362
15955,7,9,4242.1,5,5,5,15,363
12683,0,8,4220.21,5,5,5,15,364
12913,3,9,4217.2300000000005,5,5,5,15,365
13854,0,15,4144.44,5,5,5,15,377
17735,2,8,4134.91,5,5,5,15,379
15898,2,22,4129.26,5,5,5,15,380
14282,2,11,4120.32,5,5,5,15,381
13394,14,11,4101.68,5,5,5,15,382
16700,1,13,4091.16,5,5,5,15,384
14766,1,6,4082.76,5,5,5,15,385
15581,1,26,4076.97,5,5,5,15,386
13756,2,10,3999.2300000000005,5,5,5,15,396
16954,14,11,3996.7999999999997,5,5,5,15,397
17238,6,17,3982.66,5,5,5,15,400
14709,14,12,3965.29,5,5,5,15,402
17091,2,11,3961.44,5,5,5,15,403
13542,11,17,3959.4900000000002,5,5,5,15,405
14210,6,11,3955.6800000000003,5,5,5,15,408
14560,14,22,3876.2599999999998,5,5,5,15,418
14841,9,8,3867.2400000000002,5,5,5,15,420
16710,3,13,3823.78,5,5,5,15,425
17838,0,10,3786.7000000000003,5,5,5,15,430
17757,3,28,3773.11,5,5,5,15,433
17802,7,8,3761.38,5,5,5,15,435
18245,14,13,3757.92,5,5,5,15,436
16570,14,10,3695.91,5,5,5,15,444
16592,10,12,3694.23,5,5,5,15,445
13136,10,8,3666.9500000000003,5,5,5,15,448
15785,14,11,3640.96,5,5,5,15,449
15755,14,11,3628.87,5,5,5,15,452
14625,9,9,3598.25,5,5,5,15,454
13269,4,14,3545.47,5,5,5,15,460
18229,1,10,3526.81,5,5,5,15,463
14388,7,9,3488.16,5,5,5,15,469
13634,9,11,3486.41,5,5,5,15,470
15299,7,6,3484.53,5,5,5,15,471
12841,4,17,3472.61,5,5,5,15,477
13230,0,17,3457.83,5,5,5,15,479
14702,0,13,3427.44,5,5,5,15,483
14800,4,6,3415.38,5,5,5,15,486
14060,1,13,3378.66,5,5,5,15,493
13491,7,18,3350.7400000000002,5,5,5,15,499
17612,14,12,3346.41,5,5,5,15,500
13495,3,6,3329.39,5,5,5,15,502
16353,4,16,3323.75,5,5,5,15,504
13993,14,10,3309.35,5,5,5,15,507
13520,6,6,3285.05,5,5,5,15,511
17519,3,10,3265.4500000000003,5,5,5,15,513
14159,14,9,3230.45,5,5,5,15,518
13115,14,6,3199.92,5,5,5,15,523
15680,1,8,3173.9,5,5,5,15,529
18075,9,10,3171.54,5,5,5,15,530
17412,7,10,3159.46,5,5,5,15,531
14092,9,10,3152.54,5,5,5,15,532
17646,0,10,3141.4,5,5,5,15,535
12662,8,10,3138.2400000000002,5,5,5,15,536
13786,2,6,3127.99,5,5,5,15,539
15002,2,6,3127.9700000000003,5,5,5,15,540
16717,1,9,3127.85,5,5,5,15,541
17069,8,6,3084.58,5,5,5,15,551
12872,0,11,3062.52,5,5,5,15,557
13769,2,11,3003.9100000000003,5,5,5,15,570
17287,2,16,3000.5,5,5,5,15,572
17526,0,9,2970.14,5,5,5,15,579
13985,9,7,2960.73,5,5,5,15,581
14047,7,10,2946.42,5,5,5,15,584
17819,6,6,2907.65,5,5,5,15,592
14441,9,7,2898.8,5,5,5,15,593
14824,14,6,2895.2000000000003,5,5,5,15,594
15079,0,8,2871.74,5,5,5,15,599
14796,1,11,2865.05,5,5,5,15,601
13901,9,10,2809.14,5,5,5,15,611
12712,0,10,2797.53,5,5,5,15,615
17754,9,8,2786.57,5,5,5,15,617
14744,1,8,2785.1,5,5,5,15,618
15628,1,9,2782.02,5,5,5,15,619
13510,10,7,2766.73,5,5,5,15,623
14540,14,8,2756.98,5,5,5,15,626
15240,9,7,2753.41,5,5,5,15,629
14713,0,11,2752.5099999999998,5,5,5,15,630
17685,7,6,2751.64,5,5,5,15,631
16401,14,11,2750.83,5,5,5,15,632
12779,6,7,2740.91,5,5,5,15,635
17191,3,11,2726.77,5,5,5,15,640
17406,1,11,2704.63,5,5,5,15,646
17019,3,8,2703.03,5,5,5,15,648
14825,3,13,2698.17,5,5,5,15,650
12838,8,9,2694.75,5,5,5,15,651
17690,1,8,2685.2000000000003,5,5,5,15,652
14907,2,10,2664.69,5,5,5,15,655
17001,11,8,2651.23,5,5,5,15,659
14099,10,9,2646.7400000000002,5,5,5,15,660
16094,10,7,2617.33,5,5,5,15,667
12483,13,11,2612.2000000000003,5,5,5,15,669
14546,11,6,2610.91,5,5,5,15,670
15854,11,9,2609.1600000000003,5,5,5,15,671
12708,3,9,2601.19,5,5,5,15,673
14878,11,16,2600.41,5,5,5,15,675
17863,4,7,2585.2,5,5,5,15,677
17673,10,7,2578.91,5,5,5,15,680
15967,14,10,2568.32,5,5,5,15,683
13485,11,10,2564.98,5,5,5,15,685
12523,9,12,2562.58,5,5,5,15,687
15051,14,6,2543.55,5,5,5,15,693
18168,7,11,2538.7599999999998,5,5,5,15,696
16455,6,6,2535.69,5,5,5,15,698
16950,2,8,2535.21,5,5,5,15,699
15301,3,6,2533.09,5,5,5,15,702
17975,1,12,2527.17,5,5,5,15,704
16919,3,14,2515.76,5,5,5,15,706
13982,0,6,2511.08,5,5,5,15,707
17346,8,12,2509.84,5,5,5,15,709
15858,2,9,2508.77,5,5,5,15,710
13995,14,9,2508.32,5,5,5,15,712
14001,8,7,2487.01,5,5,5,15,716
16011,1,14,2486.0,5,5,5,15,717
16143,4,7,2485.89,5,5,5,15,718
12720,4,6,2478.94,5,5,5,15,722
15796,9,9,2463.02,5,5,5,15,726
17402,4,12,2461.68,5,5,5,15,727
15983,0,6,2458.9,5,5,5,15,728
12600,6,12,2444.88,5,5,5,15,735
14344,2,14,2443.77,5,5,5,15,736
16393,4,11,2441.61,5,5,5,15,737
16098,8,8,2435.67,5,5,5,15,738
17491,2,8,2422.2000000000003,5,5,5,15,742
12976,13,7,2417.7799999999997,5,5,5,15,744
15024,2,8,2414.18,5,5,5,15,745
16293,2,6,2408.96,5,5,5,15,746
17213,1,7,2401.07,5,5,5,15,747
15712,14,7,2400.05,5,5,5,15,748
14466,7,7,2374.5,5,5,5,15,753
15514,14,7,2368.34,5,5,5,15,755
13963,2,14,2347.33,5,5,5,15,762
16539,8,7,2343.2,5,5,5,15,765
16150,7,6,2342.57,5,5,5,15,766
15353,2,6,2336.0,5,5,5,15,767
13077,1,8,2326.35,5,5,5,15,771
17884,3,18,2325.92,5,5,5,15,772
12609,9,6,2309.01,5,5,5,15,777
12782,9,6,2287.32,5,5,5,15,787
16255,0,8,2284.34,5,5,5,15,790
14482,14,6,2283.91,5,5,5,15,791
17419,2,8,2273.95,5,5,5,15,795
13021,9,8,2270.86,5,5,5,15,797
15518,14,7,2268.44,5,5,5,15,799
15638,13,6,2265.2,5,5,5,15,801
13842,1,10,2244.29,5,5,5,15,809
12928,13,7,2242.19,5,5,5,15,811
17218,3,9,2226.96,5,5,5,15,821
14293,3,6,2221.37,5,5,5,15,824
16499,9,6,2212.89,5,5,5,15,827
13173,2,10,2212.11,5,5,5,15,828
16458,10,12,2208.15,5,5,5,15,830
14898,6,9,2195.14,5,5,5,15,835
16719,3,8,2174.13,5,5,5,15,845
15532,11,6,2174.12,5,5,5,15,846
18144,8,8,2169.25,5,5,5,15,849
17732,7,8,2166.42,5,5,5,15,851
17552,7,10,2154.88,5,5,5,15,855
15059,11,10,2153.48,5,5,5,15,856
15271,0,10,2146.95,5,5,5,15,858
12931,15,42,50291.38,4,5,5,14,15
16705,35,22,29480.061,4,5,5,14,26
14258,30,16,19381.36,4,5,5,14,48
15523,23,15,16847.18,4,5,5,14,59
14895,18,18,13980.83,4,5,5,14,72
16019,16,18,13542.92,4,5,5,14,76
17589,20,14,11433.77,4,5,5,14,88
16746,18,24,11366.64,4,5,5,14,90
12949,17,14,11359.48,4,5,5,14,92
14134,17,15,11123.35,4,5,5,14,95
14543,15,23,10988.14,4,5,5,14,98
15615,25,24,10974.23,4,5,5,14,99
16553,31,21,10864.19,4,5,5,14,102
17416,28,15,10405.03,4,5,5,14,107
13027,20,13,10327.2,4,5,5,14,109
17716,31,13,10300.98,4,5,5,14,110
18172,22,32,9905.56,4,5,5,14,113
13952,15,12,9572.45,4,5,5,14,119
14952,31,21,9529.86,4,5,5,14,121
12714,23,7,9384.85,4,5,5,14,122
14040,21,23,8963.49,4,5,5,14,126
17139,24,13,8915.99,4,5,5,14,127
12980,21,12,8870.880000000001,4,5,5,14,128
16549,32,24,8746.9,4,5,5,14,131
13178,32,10,8333.72,4,5,5,14,139
13206,35,13,8308.19,4,5,5,14,140
12437,30,21,7731.99,4,5,5,14,148
14828,23,10,7699.7,4,5,5,14,151
13162,15,12,7587.2,4,5,5,14,156
18223,22,12,7516.31,4,5,5,14,160
14049,22,9,7444.68,4,5,5,14,163
15497,17,7,7395.19,4,5,5,14,164
14194,27,15,7321.07,4,5,5,14,167
13097,23,18,7320.88,4,5,5,14,168
12476,31,12,7267.49,4,5,5,14,172
13316,27,6,7207.89,4,5,5,14,175
12433,1,5,7205.39,5,4,5,14,176
14016,31,7,7062.2,4,5,5,14,181
15874,22,14,6878.88,4,5,5,14,187
16258,22,10,6739.01,4,5,5,14,194
12557,6,4,6725.18,5,4,5,14,195
12524,23,9,6640.39,4,5,5,14,200
13668,18,14,6638.650000000001,4,5,5,14,201
14733,2,4,6579.26,5,4,5,14,206
17504,15,9,6493.14,4,5,5,14,207
14735,23,24,6174.47,4,5,5,14,217
15270,35,14,6145.37,4,5,5,14,218
13004,21,18,5994.94,4,5,5,14,231
13615,34,7,5854.84,4,5,5,14,236
14676,29,6,5808.55,4,5,5,14,238
15218,24,11,5711.9400000000005,4,5,5,14,243
17696,17,19,5393.88,4,5,5,14,257
15179,27,8,5284.97,4,5,5,14,261
13141,20,12,5267.33,4,5,5,14,264
14146,18,7,5259.3,4,5,5,14,266
15998,28,11,5193.92,4,5,5,14,273
15719,16,18,5165.9,4,5,5,14,276
14154,16,6,5115.08,4,5,5,14,278
14769,25,9,5097.13,4,5,5,14,281
16170,30,14,4983.95,4,5,5,14,286
14755,16,14,4962.27,4,5,5,14,287
12643,20,6,4960.18,4,5,5,14,288
13869,16,6,4913.22,4,5,5,14,291
12843,17,22,4881.1,4,5,5,14,295
16008,17,12,4860.35,4,5,5,14,296
16546,7,4,4819.32,5,4,5,14,300
13148,24,14,4814.56,4,5,5,14,301
16103,24,16,4762.07,4,5,5,14,307
12823,29,13,4742.0,4,5,5,14,308
15805,20,13,4660.75,4,5,5,14,313
14461,17,10,4573.85,4,5,5,14,322
16200,17,10,4539.23,4,5,5,14,324
13426,17,12,4526.06,4,5,5,14,327
12422,29,14,4428.24,4,5,5,14,336
15727,22,8,4212.65,4,5,5,14,366
13317,20,13,4212.411,4,5,5,14,367
16945,28,14,4202.66,4,5,5,14,368
16279,20,6,4195.5,4,5,5,14,369
17508,16,7,4191.92,4,5,5,14,371
13451,16,6,4191.8,4,5,5,14,372
17700,16,10,4145.33,4,5,5,14,375
15521,35,8,4098.04,4,5,5,14,383
17138,24,6,4036.77,4,5,5,14,391
14291,15,12,4020.85,4,5,5,14,392
13931,27,9,4019.85,4,5,5,14,393
17307,30,11,3999.8900000000003,4,5,5,14,395
14101,23,7,3985.14,4,5,5,14,398
13137,21,8,3983.65,4,5,5,14,399
16735,28,9,3970.0,4,5,5,14,401
15034,21,6,3957.04,4,5,5,14,407
12836,24,11,3949.37,4,5,5,14,409
17204,9,5,3940.13,5,4,5,14,411
17231,24,15,3940.08,4,5,5,14,412
16670,28,9,3934.25,4,5,5,14,413
14944,24,7,3884.42,4,5,5,14,415
15823,7,3,3882.17,5,4,5,14,416
16992,22,8,3862.19,4,5,5,14,421
16242,16,7,3824.79,4,5,5,14,424
12867,32,6,3819.92,4,5,5,14,426
15903,13,5,3813.0800000000004,5,4,5,14,427
12429,0,5,3735.51,5,4,5,14,438
16409,15,7,3629.76,4,5,5,14,451
15502,3,5,3548.34,5,4,5,14,459
15482,21,7,3537.6,4,5,5,14,462
13593,22,9,3481.41,4,5,5,14,472
18065,23,15,3473.8,4,5,5,14,475
15641,31,8,3458.35,4,5,5,14,478
17365,21,7,3417.13,4,5,5,14,485
15129,20,12,3412.78,4,5,5,14,488
17315,10,5,3318.35,5,4,5,14,506
15571,21,10,3241.92,4,5,5,14,516
14530,31,10,3226.76,4,5,5,14,519
17799,24,10,3207.76,4,5,5,14,521
15485,8,5,3186.01,5,4,5,14,526
17469,35,12,3180.28,4,5,5,14,527
17644,29,9,3132.96,4,5,5,14,538
15527,29,15,3126.36,4,5,5,14,542
14535,30,6,3118.39,4,5,5,14,545
15394,30,7,3103.26,4,5,5,14,546
16156,17,11,3096.14,4,5,5,14,547
17769,18,7,3095.95,4,5,5,14,548
12766,1,3,3078.65,5,4,5,14,553
13183,29,6,3078.4,4,5,5,14,554
17618,18,8,3071.36,4,5,5,14,555
14593,32,9,3048.38,4,5,5,14,558
13037,34,9,3033.88,4,5,5,14,561
13875,22,9,3027.58,4,5,5,14,562
17913,35,12,3020.64,4,5,5,14,564
17372,16,20,3010.13,4,5,5,14,567
16718,4,5,3006.08,5,4,5,14,568
16145,23,8,3005.9500000000003,4,5,5,14,569
17931,32,12,2993.88,4,5,5,14,573
17861,20,10,2990.41,4,5,5,14,575
16444,25,13,2971.21,4,5,5,14,578
14882,25,12,2956.9500000000003,4,5,5,14,582
13870,22,7,2941.14,4,5,5,14,587
14209,20,9,2919.84,4,5,5,14,588
15421,20,6,2854.98,4,5,5,14,602
16571,30,7,2827.05,4,5,5,14,608
15255,31,8,2815.17,4,5,5,14,609
14732,27,11,2814.58,4,5,5,14,610
13975,28,6,2795.16,4,5,5,14,616
16208,29,8,2776.19,4,5,5,14,621
16400,30,8,2755.92,4,5,5,14,627
18145,17,7,2748.19,4,5,5,14,633
17241,20,12,2736.64,4,5,5,14,636
12910,14,5,2721.48,5,4,5,14,642
12358,10,3,2719.01,5,4,5,14,643
17096,18,7,2675.8,4,5,5,14,653
14626,30,7,2619.65,4,5,5,14,665
14451,24,10,2614.78,4,5,5,14,668
16347,23,9,2595.51,4,5,5,14,676
15203,25,9,2572.38,4,5,5,14,682
15290,28,8,2553.06,4,5,5,14,691
17640,14,5,2547.28,5,4,5,14,692
16933,24,7,2536.07,4,5,5,14,697
17930,28,8,2534.7400000000002,4,5,5,14,700
13979,28,6,2510.06,4,5,5,14,708
16190,29,7,2508.4700000000003,4,5,5,14,711
17059,4,5,2506.54,5,4,5,14,713
17730,17,7,2475.32,4,5,5,14,725
18069,18,6,2455.68,4,5,5,14,730
15031,29,10,2449.75,4,5,5,14,731
13571,17,14,2448.32,4,5,5,14,732
17031,13,4,2393.5,5,4,5,14,749
17314,28,9,2376.51,4,5,5,14,751
15182,20,9,2376.1020000000003,4,5,5,14,752
17442,16,9,2371.74,4,5,5,14,754
16607,34,11,2359.16,4,5,5,14,756
12982,29,7,2354.27,4,5,5,14,759
17449,22,6,2348.94,4,5,5,14,761
13213,18,6,2330.94,4,5,5,14,770
15606,25,8,2310.83,4,5,5,14,775
17738,30,9,2304.51,4,5,5,14,779
13362,13,3,2303.33,5,4,5,14,781
12637,13,4,2280.91,5,4,5,14,793
12863,14,5,2271.35,5,4,5,14,796
12725,6,4,2266.76,5,4,5,14,800
16791,18,8,2251.85,4,5,5,14,805
14867,30,13,2241.78,4,5,5,14,812
17550,32,6,2239.48,4,5,5,14,815
17929,22,8,2239.1,4,5,5,14,816
17692,31,8,2234.86,4,5,5,14,818
16560,32,6,2206.9700000000003,4,5,5,14,832
14161,4,5,2182.46,5,4,5,14,839
16503,30,7,2182.41,4,5,5,14,840
16466,18,8,2171.13,4,5,5,14,848
12951,21,9,2149.65,4,5,5,14,857
13611,9,7,2143.53,5,5,4,14,863
14496,8,6,2129.42,5,5,4,14,873
15965,2,10,2119.26,5,5,4,14,879
16883,6,18,2101.61,5,5,4,14,886
12935,10,8,2083.16,5,5,4,14,893
13848,1,6,2080.0,5,5,4,14,894
13450,9,7,2076.32,5,5,4,14,895
17596,3,7,2075.7400000000002,5,5,4,14,896
14688,8,8,2056.3,5,5,4,14,905
15862,8,10,2033.64,5,5,4,14,914
13481,9,6,2026.28,5,5,4,14,918
15100,1,6,2018.6999999999998,5,5,4,14,922
13693,9,9,2011.82,5,5,4,14,925
16065,0,8,1992.13,5,5,4,14,937
15953,4,11,1990.8,5,5,4,14,939
16033,4,8,1985.6299999999999,5,5,4,14,941
17682,3,6,1982.45,5,5,4,14,942
17897,2,8,1968.75,5,5,4,14,946
15827,7,16,1957.98,5,5,4,14,951
15602,3,8,1932.64,5,5,4,14,967
16905,6,11,1923.57,5,5,4,14,972
15716,4,8,1913.55,5,5,4,14,981
15329,9,8,1909.13,5,5,4,14,984
13126,1,7,1898.6100000000001,5,5,4,14,988
18170,9,6,1897.69,5,5,4,14,989
15916,1,7,1874.83,5,5,4,14,1002
14032,1,6,1874.68,5,5,4,14,1003
15199,9,6,1853.7,5,5,4,14,1008
13534,14,10,1850.82,5,5,4,14,1009
18109,4,13,1828.24,5,5,4,14,1017
15380,0,7,1788.8,5,5,4,14,1034
16365,2,7,1766.78,5,5,4,14,1049
17811,9,8,1757.98,5,5,4,14,1058
13305,7,7,1751.75,5,5,4,14,1062
14748,3,7,1736.57,5,5,4,14,1072
16059,2,7,1718.66,5,5,4,14,1078
18077,1,8,1699.25,5,5,4,14,1089
17961,7,62,1697.85,5,5,4,14,1092
17470,2,7,1679.8,5,5,4,14,1100
13117,0,12,1658.9,5,5,4,14,1112
13911,14,11,1654.08,5,5,4,14,1119
14963,14,7,1651.23,5,5,4,14,1122
15550,13,8,1635.42,5,5,4,14,1132
17954,2,9,1618.93,5,5,4,14,1140
13824,14,7,1615.82,5,5,4,14,1142
14896,0,7,1614.45,5,5,4,14,1144
17460,7,12,1605.8400000000001,5,5,4,14,1152
17905,8,10,1580.3799999999999,5,5,4,14,1168
17720,2,7,1572.97,5,5,4,14,1179
14180,7,9,1570.73,5,5,4,14,1183
14608,14,7,1567.79,5,5,4,14,1184
15681,14,9,1563.54,5,5,4,14,1185
17262,1,7,1504.26,5,5,4,14,1229
14915,10,9,1503.77,5,5,4,14,1230
15860,3,10,1498.8,5,5,4,14,1235
18219,3,8,1493.1200000000001,5,5,4,14,1239
17396,6,7,1476.3,5,5,4,14,1250
15081,2,8,1460.92,5,5,4,14,1262
16233,1,7,1429.03,5,5,4,14,1285
14217,1,7,1411.91,5,5,4,14,1294
14404,4,8,1404.04,5,5,4,14,1304
15732,7,9,1387.95,5,5,4,14,1323
14987,0,7,1387.4499999999998,5,5,4,14,1324
15580,11,8,1375.39,5,5,4,14,1334
16904,2,7,1360.31,5,5,4,14,1353
16218,8,7,1355.29,5,5,4,14,1359
