Customer ID,Sales Amount
12758.0,7111.650000000001
18092.0,7111.18
16550.0,7069.27
14016.0,7062.2
12477.0,7056.63
17409.0,7021.66
12380.0,6951.49
12731.0,6879.8
13735.0,6879.2300000000005
15874.0,6878.88
16327.0,6874.97
16168.0,6848.87
15413.0,6798.72
14051.0,6784.01
14439.0,6781.8
12481.0,6765.07
16258.0,6739.01
12557.0,6725.18
13734.0,6695.6900000000005
17160.0,6691.13
18226.0,6650.83
15296.0,6650.17
12524.0,6640.39
13668.0,6638.650000000001
12989.0,6627.64
13174.0,6621.6
13488.0,6619.57
13199.0,6615.77
14733.0,6579.26
17504.0,6493.14
13050.0,6477.67
14866.0,6460.32
16131.0,6450.88
13113.0,6357.08
17085.0,6285.27
13327.0,6251.71
15369.0,6251.26
13758.0,6226.43
15281.0,6211.42
14735.0,6174.47
15270.0,6145.37
14415.0,6124.52
13935.0,6116.92
12435.0,6096.04
16923.0,6088.05
13418.0,6055.47
16709.0,6026.14
14505.0,6019.65
13941.0,6009.34
14422.0,6007.88
15202.0,6001.49
12835.0,5996.83
16180.0,5995.69
13004.0,5994.94
15981.0,5954.29
17809.0,5925.4800000000005
16984.0,5891.01
14855.0,5874.65
13615.0,5854.84
14030.0,5839.46
14676.0,5808.55
16814.0,5781.4400000000005
17230.0,5750.08
15984.0,5735.09
16839.0,5716.14
15218.0,5711.9400000000005
13448.0,5655.2
12539.0,5646.400000000001
14085.0,5607.43
13999.0,5600.45
15144.0,5579.87
13629.0,5578.5
13047.0,5557.62
16558.0,5535.02
15125.0,5496.39
16985.0,5459.04
17017.0,5416.349999999999
14249.0,5400.461
17338.0,5395.79
17696.0,5393.88
15950.0,5376.2
15480.0,5373.5
15023.0,5287.64
15179.0,5284.97
15465.0,5281.53
13102.0,5272.83
13141.0,5267.33
17576.0,5266.7699999999995
14146.0,5259.3
17107.0,5255.24
14113.0,5252.1900000000005
13267.0,5236.77
15867.0,5224.81
12755.0,5218.709999999999
12497.0,5205.400000000001
15998.0,5193.92
13090.0,5189.32
13069.0,5185.51
15719.0,5165.9
15547.0,5146.45
14154.0,5115.08
15570.0,5105.32
17146.0,5102.86
14769.0,5097.13
12747.0,5061.03
12474.0,5048.66
16186.0,5019.17
13599.0,5013.96
16170.0,4983.95
14755.0,4962.27
12643.0,4960.18
14135.0,4953.61
17739.0,4939.24
13869.0,4913.22
14329.0,4912.38
12705.0,4893.81
15332.0,4892.68
12843.0,4881.1
16008.0,4860.35
14243.0,4842.28
13576.0,4834.400000000001
17157.0,4832.9
16546.0,4819.32
13148.0,4814.56
15194.0,4811.16
13831.0,4795.09
13555.0,4792.96
12971.0,4782.88
18231.0,4782.400000000001
16103.0,4762.07
12823.0,4742.0
14105.0,4722.6
13958.0,4709.2300000000005
16556.0,4698.79
12957.0,4689.43
15805.0,4660.75
15298.0,4659.47
14395.0,4630.7
16456.0,4630.16
17873.0,4621.32
15544.0,4615.72
17068.0,4601.69
16320.0,4590.53
13381.0,4585.06
14461.0,4573.85
17965.0,4558.01
16200.0,4539.23
14685.0,4536.64
18041.0,4536.29
13426.0,4526.06
16701.0,4518.43
18178.0,4512.93
17308.0,4511.76
15674.0,4501.63
12839.0,4480.31
13983.0,4479.82
14648.0,4466.65
14175.0,4456.58
12422.0,4428.24
12490.0,4405.71
18055.0,4381.78
17611.0,4376.41
16118.0,4376.25
12431.0,4370.52
18061.0,4369.56
14081.0,4369.47
14292.0,4354.32
13590.0,4354.12
14918.0,4345.66
15633.0,4335.96
15694.0,4331.41
15750.0,4330.461
13329.0,4323.97
12567.0,4308.58
16858.0,4292.59
16125.0,4292.35
13044.0,4287.58
17049.0,4287.5
16938.0,4283.68
14440.0,4281.05
13373.0,4274.94
14936.0,4273.79
13969.0,4266.88
16722.0,4258.2699999999995
17457.0,4247.11
15955.0,4242.1
12683.0,4220.21
12913.0,4217.2300000000005
15727.0,4212.65
13317.0,4212.411
16945.0,4202.66
16279.0,4195.5
12510.0,4195.45
17508.0,4191.92
13451.0,4191.8
17593.0,4168.46
16749.0,4157.88
17700.0,4145.33
15980.0,4144.82
13854.0,4144.44
15622.0,4143.05
17735.0,4134.91
15898.0,4129.26
14282.0,4120.32
13394.0,4101.68
15521.0,4098.04
16700.0,4091.16
14766.0,4082.76
15581.0,4076.9700000000003
17584.0,4067.12
14025.0,4057.9
12589.0,4048.98
12744.0,4037.77
17138.0,4036.77
14291.0,4020.85
13931.0,4019.85
15372.0,4009.66
17307.0,3999.8900000000003
13756.0,3999.2300000000005
16954.0,3996.7999999999997
14101.0,3985.14
13137.0,3983.65
17238.0,3982.66
16735.0,3970.0
14709.0,3965.29
17091.0,3961.44
15321.0,3961.42
13542.0,3959.4900000000002
17625.0,3958.5
15034.0,3957.04
14210.0,3955.6800000000003
12836.0,3949.37
13157.0,3946.14
17204.0,3940.13
17231.0,3940.08
16670.0,3934.25
13883.0,3885.54
14944.0,3884.42
15823.0,3882.17
13446.0,3881.89
14560.0,3876.2599999999998
17829.0,3867.5
14841.0,3867.2400000000002
16992.0,3862.19
14145.0,3857.85
14286.0,3851.0099999999998
16242.0,3824.79
16710.0,3823.78
12867.0,3819.92
15903.0,3813.0800000000004
14525.0,3810.64
16636.0,3802.04
17838.0,3786.7000000000003
16732.0,3783.89
14442.0,3777.2
17757.0,3773.11
12917.0,3765.2
17802.0,3761.38
18245.0,3757.92
17092.0,3737.38
12429.0,3735.51
16497.0,3729.59
13082.0,3722.12
13107.0,3721.45
12737.0,3710.5
16772.0,3698.0499999999997
16570.0,3695.91
16592.0,3694.23
15150.0,3686.61
18064.0,3667.83
13136.0,3666.9500000000003
15785.0,3640.96
12451.0,3634.36
16409.0,3629.76
15755.0,3628.87
13654.0,3600.67
14625.0,3598.25
16072.0,3595.77
16253.0,3588.34
15786.0,3582.62
12356.0,3560.3
15502.0,3548.34
13269.0,3545.47
14459.0,3537.821
15482.0,3537.6
18229.0,3526.81
16336.0,3517.69
12633.0,3514.18
14844.0,3512.62
13763.0,3502.48
12759.0,3489.3
14388.0,3488.16
13634.0,3486.41
15299.0,3484.5299999999997
13593.0,3481.41
15673.0,3478.09
15159.0,3475.7200000000003
18065.0,3473.8
12613.0,3472.9900000000002
12841.0,3472.61
15641.0,3458.35
13230.0,3457.83
12615.0,3449.79
13815.0,3448.38
12623.0,3442.7400000000002
14702.0,3427.44
17876.0,3424.02
17365.0,3417.13
14800.0,3415.38
12455.0,3413.09
15129.0,3412.78
15812.0,3400.33
13324.0,3391.52
14514.0,3389.84
13658.0,3386.33
14060.0,3378.66
16940.0,3377.78
18094.0,3374.2200000000003
17663.0,3372.92
15538.0,3358.3999999999996
16182.0,3354.0
13491.0,3350.7400000000002
17612.0,3346.41
16563.0,3334.82
13495.0,3329.39
14970.0,3327.29
16353.0,3323.75
13659.0,3321.68
17315.0,3318.35
13993.0,3309.35
16153.0,3309.2599999999998
14852.0,3295.7400000000002
13031.0,3292.84
13520.0,3285.05
16067.0,3269.11
17519.0,3265.45
13214.0,3264.23
13722.0,3260.0
15571.0,3241.92
13015.0,3240.14
14159.0,3230.45
14530.0,3226.76
13552.0,3208.85
17799.0,3207.76
15367.0,3203.74
13115.0,3199.92
13357.0,3196.11
18194.0,3188.2000000000003
15485.0,3186.01
17469.0,3180.28
16351.0,3176.13
15680.0,3173.9
18075.0,3171.54
17412.0,3159.46
14092.0,3152.54
12417.0,3148.31
15614.0,3147.36
17646.0,3141.4
12662.0,3138.2400000000002
13139.0,3138.04
17644.0,3132.96
13786.0,3127.99
15002.0,3127.9700000000003
16717.0,3127.85
15527.0,3126.36
13953.0,3125.0
17145.0,3120.91
14535.0,3118.39
15394.0,3103.26
16156.0,3096.14
17769.0,3095.95
13771.0,3094.37
14221.0,3084.69
17069.0,3084.58
12511.0,3084.02
12766.0,3078.65
13183.0,3078.4
17618.0,3071.36
12469.0,3070.54
12872.0,3062.52
14593.0,3048.38
17426.0,3040.51
13562.0,3038.85
13037.0,3033.88
13875.0,3027.58
15722.0,3022.79
17913.0,3020.64
14227.0,3017.75
16986.0,3015.55
17372.0,3010.13
16718.0,3006.08
16145.0,3005.9500000000003
13769.0,3003.9100000000003
16325.0,3003.26
17287.0,3000.5
17931.0,2993.88
14590.0,2993.37
17861.0,2990.41
17032.0,2984.32
12406.0,2975.06
16444.0,2971.21
17526.0,2970.14
15222.0,2965.91
13985.0,2960.73
14882.0,2956.9500000000003
16736.0,2956.56
14047.0,2946.42
15939.0,2945.38
12468.0,2941.2
13870.0,2941.14
14209.0,2919.84
14112.0,2919.44
14532.0,2912.93
13291.0,2909.68
17819.0,2907.65
14441.0,2898.8
14824.0,2895.2000000000003
14465.0,2887.4100000000003
12806.0,2878.96
16003.0,2878.46
14930.0,2873.77
15079.0,2871.74
16467.0,2869.16
14796.0,2865.05
15421.0,2854.98
14257.0,2854.73
15122.0,2853.4900000000002
14817.0,2849.52
14913.0,2845.7
12631.0,2841.07
16571.0,2827.05
15255.0,2815.17
14732.0,2814.58
13901.0,2809.14
12749.0,2806.48
16316.0,2806.0
13205.0,2803.2
12712.0,2797.53
13975.0,2795.16
17754.0,2786.57
14744.0,2785.1
15628.0,2782.02
16283.0,2779.51
16208.0,2776.19
13052.0,2771.18
13510.0,2766.73
15817.0,2766.4
14770.0,2761.2200000000003
14540.0,2756.98
16400.0,2755.92
16335.0,2753.52
15240.0,2753.41
14713.0,2752.5099999999998
17685.0,2751.64
16401.0,2750.83
18145.0,2748.19
14401.0,2744.42
12779.0,2740.91
17241.0,2736.64
17669.0,2735.63
12986.0,2729.84
17082.0,2728.18
17191.0,2726.77
14572.0,2722.34
12910.0,2721.48
12358.0,2719.01
13461.0,2715.0
14740.0,2712.85
17406.0,2704.63
14493.0,2704.62
17019.0,2703.03
13334.0,2699.48
14825.0,2698.17
12838.0,2694.75
17690.0,2685.2
17096.0,2675.8
12349.0,2671.14
14907.0,2664.69
14566.0,2660.0
17848.0,2657.91
13929.0,2651.45
17001.0,2651.23
14099.0,2646.7400000000002
12967.0,2646.02
17083.0,2644.01
16655.0,2633.74
12671.0,2622.481
14626.0,2619.65
13209.0,2617.9
16094.0,2617.33
14451.0,2614.78
12483.0,2612.2000000000003
14546.0,2610.91
15854.0,2609.16
14564.0,2605.62
12708.0,2601.19
17672.0,2600.46
14878.0,2600.41
16347.0,2595.51
17863.0,2585.2
12857.0,2581.6
15754.0,2579.04
17673.0,2578.91
15249.0,2577.54
15203.0,2572.38
15967.0,2568.32
16303.0,2567.64
13485.0,2564.98
12359.0,2563.36
12523.0,2562.58
16308.0,2560.0
13707.0,2559.45
17686.0,2557.35
15290.0,2553.06
17640.0,2547.28
15051.0,2543.55
17512.0,2542.83
17465.0,2542.79
18168.0,2538.7599999999998
16933.0,2536.07
16455.0,2535.69
16950.0,2535.21
17930.0,2534.74
15046.0,2533.37
15301.0,2533.09
13384.0,2528.9
17975.0,2527.17
17400.0,2525.44
16919.0,2515.76
13982.0,2511.08
13979.0,2510.06
17346.0,2509.84
15858.0,2508.77
16190.0,2508.4700000000003
13995.0,2508.32
17059.0,2506.54
12978.0,2502.82
16523.0,2497.86
14001.0,2487.01
16011.0,2486.0
16143.0,2485.89
13018.0,2485.46
16767.0,2481.2
12625.0,2481.06
12720.0,2478.94
14857.0,2478.731
16104.0,2476.25
17730.0,2475.32
15796.0,2463.02
17402.0,2461.68
15983.0,2458.9
15123.0,2456.86
18069.0,2455.68
15031.0,2449.75
13571.0,2448.32
13557.0,2448.2
13823.0,2445.79
12600.0,2444.88
14344.0,2443.77
16393.0,2441.61
16098.0,2435.67
14044.0,2431.28
15077.0,2428.08
13464.0,2422.96
17491.0,2422.2000000000003
15494.0,2422.02
12976.0,2417.7799999999997
15024.0,2414.18
16293.0,2408.96
17213.0,2401.07
15712.0,2400.05
17031.0,2393.5
14737.0,2389.62
17314.0,2376.51
15182.0,2376.1020000000003
14466.0,2374.5
17442.0,2371.74
15514.0,2368.34
16607.0,2359.16
12656.0,2356.66
15015.0,2354.97
12982.0,2354.27
15050.0,2349.5
17449.0,2348.94
13963.0,2347.33
18093.0,2346.19
18287.0,2345.71
16539.0,2343.2
16150.0,2342.57
15353.0,2336.0
16742.0,2334.97
15043.0,2333.3199999999997
13213.0,2330.94
13077.0,2326.35
17884.0,2325.92
14938.0,2322.43
13458.0,2312.7
15606.0,2310.83
15306.0,2310.38
12609.0,2309.01
17113.0,2305.59
17738.0,2304.51
15946.0,2304.18
13362.0,2303.33
13266.0,2300.78
16077.0,2300.4
17602.0,2300.01
13527.0,2298.93
13371.0,2297.66
12782.0,2287.32
12391.0,2285.18
14341.0,2285.04
16255.0,2284.34
14482.0,2283.91
18051.0,2282.28
12637.0,2280.91
13297.0,2278.77
17419.0,2273.95
12863.0,2271.35
13021.0,2270.86
17553.0,2270.0
15518.0,2268.44
12725.0,2266.76
15638.0,2265.2
18257.0,2262.52
17084.0,2253.22
16383.0,2252.93
16791.0,2251.85
14649.0,2248.6
12374.0,2246.29
13407.0,2244.7
13842.0,2244.29
15365.0,2242.81
12928.0,2242.19
14867.0,2241.78
15629.0,2240.9
13131.0,2240.47
17550.0,2239.48
17929.0,2239.1
13473.0,2235.12
17692.0,2234.86
15389.0,2233.8
13048.0,2229.72
17218.0,2226.96
15757.0,2225.94
13421.0,2225.04
14293.0,2221.37
16584.0,2220.09
13478.0,2215.78
16499.0,2212.89
13173.0,2212.11
15476.0,2209.98
16458.0,2208.15
15569.0,2207.74
16560.0,2206.9700000000003
14290.0,2201.91
14295.0,2196.71
14898.0,2195.14
15228.0,2193.56
15934.0,2190.66
12480.0,2183.2200000000003
14161.0,2182.46
16503.0,2182.41
17311.0,2181.71
15978.0,2180.64
12371.0,2179.42
17063.0,2177.39
16719.0,2174.13
15532.0,2174.12
14107.0,2174.07
16466.0,2171.13
18144.0,2169.25
15493.0,2168.27
17732.0,2166.42
13762.0,2165.76
17822.0,2162.93
14211.0,2161.19
17552.0,2154.88
15059.0,2153.48
12951.0,2149.65
15271.0,2146.95
16004.0,2146.39
13152.0,2146.38
12592.0,2145.06
14431.0,2143.84
13611.0,2143.53
16875.0,2139.0
12687.0,2138.91
16918.0,2137.72
16202.0,2136.72
16841.0,2136.2400000000002
15623.0,2136.02
17305.0,2135.46
14057.0,2135.0
15027.0,2129.45
14496.0,2129.42
17969.0,2126.09
14634.0,2124.46
16053.0,2122.89
16748.0,2121.43
15142.0,2121.18
15965.0,2119.26
17188.0,2118.7000000000003
15067.0,2118.12
13799.0,2114.71
13059.0,2108.37
14399.0,2108.21
14147.0,2106.8
16883.0,2101.61
12975.0,2100.09
12530.0,2096.98
15245.0,2095.0
16045.0,2094.23
14469.0,2093.46
15151.0,2085.61
12935.0,2083.16
13848.0,2080.0
13450.0,2076.32
17596.0,2075.7400000000002
14307.0,2075.31
18026.0,2074.07
16795.0,2062.41
15221.0,2062.2000000000003
17774.0,2060.1
18258.0,2059.67
16612.0,2057.77
14869.0,2056.69
14688.0,2056.3
16206.0,2052.81
16176.0,2052.69
16105.0,2049.23
12395.0,2048.64
13431.0,2047.14
12733.0,2040.92
16331.0,2037.7
16395.0,2036.35
15862.0,2033.64
12849.0,2032.18
14225.0,2031.07
15819.0,2029.34
13481.0,2026.28
16147.0,2023.91
13736.0,2022.67
13696.0,2020.4
15100.0,2018.6999999999998
13085.0,2017.2
16197.0,2016.71
13693.0,2011.82
16532.0,2007.84
17722.0,2006.32
15312.0,2005.3400000000001
16554.0,2004.6200000000001
17203.0,2004.01
16743.0,1999.02
15791.0,1995.65
14639.0,1994.47
15481.0,1993.34
16271.0,1993.18
16163.0,1992.98
16065.0,1992.13
14555.0,1991.49
15953.0,1990.8
12802.0,1988.84
16033.0,1985.6299999999999
17682.0,1982.45
18259.0,1979.6000000000001
13772.0,1977.39
13091.0,1976.0
17897.0,1968.75
16032.0,1965.72
18097.0,1965.52
14701.0,1961.02
13338.0,1958.6
15827.0,1957.98
16290.0,1957.7
14669.0,1957.54
13851.0,1955.0
17039.0,1954.99
13750.0,1954.92
12653.0,1950.98
16993.0,1950.9499999999998
12853.0,1950.4
14205.0,1947.5
14655.0,1946.28
14498.0,1943.51
15425.0,1941.1200000000001
16101.0,1938.46
12385.0,1938.4
18215.0,1933.15
15602.0,1932.64
13849.0,1931.35
13635.0,1928.1299999999999
14064.0,1925.9
17115.0,1923.99
16905.0,1923.57
16485.0,1923.54
14492.0,1921.91
16686.0,1921.19
16128.0,1920.83
13253.0,1920.71
16177.0,1915.36
13014.0,1914.8
14756.0,1914.8
15716.0,1913.55
16812.0,1912.65
13971.0,1909.31
15329.0,1909.13
16416.0,1906.48
16912.0,1904.93
15443.0,1900.64
13126.0,1898.6100000000001
18170.0,1897.69
18009.0,1896.84
17293.0,1896.57
17667.0,1895.19
12770.0,1895.0
15248.0,1893.93
16631.0,1892.52
13313.0,1890.0
14548.0,1888.49
16823.0,1884.71
16209.0,1884.16
14239.0,1882.3200000000002
16341.0,1878.92
15916.0,1874.83
14032.0,1874.68
12586.0,1865.73
12876.0,1863.77
13663.0,1858.04
16229.0,1857.26
15199.0,1853.7
13534.0,1850.82
14507.0,1848.8600000000001
12578.0,1847.94
13455.0,1847.59
15265.0,1839.52
15944.0,1839.1399999999999
13728.0,1839.03
17623.0,1838.72
18109.0,1828.24
12484.0,1826.78
16477.0,1825.56
13538.0,1822.28
16276.0,1818.79
14837.0,1810.82
12531.0,1807.98
13032.0,1805.78
13623.0,1805.32
17857.0,1803.2
16797.0,1802.02
13577.0,1801.68
12377.0,1798.2
16036.0,1797.92
17621.0,1795.22
12369.0,1791.15
14534.0,1790.36
15380.0,1788.8
16005.0,1786.78
15366.0,1786.57
14790.0,1781.56
18214.0,1780.34
13203.0,1778.79
16510.0,1777.5
13920.0,1774.68
14897.0,1774.16
14916.0,1773.97
15095.0,1771.04
15351.0,1770.23
14933.0,1770.0
15972.0,1769.33
15736.0,1767.12
16365.0,1766.78
15057.0,1766.46
14334.0,1766.27
13425.0,1766.22
15665.0,1764.86
12645.0,1764.12
13648.0,1764.02
16225.0,1762.99
17651.0,1758.52
17811.0,1757.98
12865.0,1755.24
17242.0,1754.24
12594.0,1751.89
13305.0,1751.75
16983.0,1748.15
12820.0,1747.18
12963.0,1744.96
15073.0,1744.61
16086.0,1743.6
17742.0,1743.3700000000001
13719.0,1741.4
17354.0,1740.8999999999999
16087.0,1739.92
14748.0,1736.57
14390.0,1731.16
17211.0,1729.43
15596.0,1723.45
18095.0,1723.04
16232.0,1722.09
16059.0,1718.66
12739.0,1713.69
16619.0,1712.1200000000001
13665.0,1711.6599999999999
16062.0,1709.83
16771.0,1706.99
14988.0,1704.11
15971.0,1702.98
15625.0,1702.1399999999999
15911.0,1700.24
17588.0,1699.35
18077.0,1699.25
12727.0,1698.8300000000002
12932.0,1698.56
17961.0,1697.85
12500.0,1697.39
14409.0,1696.64
17320.0,1695.15
12813.0,1687.8
15215.0,1687.49
16326.0,1682.03
16241.0,1680.2
17470.0,1679.8
12870.0,1676.95
14831.0,1676.57
14004.0,1675.81
14673.0,1674.41
12649.0,1671.1399999999999
14653.0,1666.41
16329.0,1664.92
16470.0,1664.08
13092.0,1662.45
13561.0,1661.54
14177.0,1660.23
13117.0,1658.8999999999999
16120.0,1658.3700000000001
15456.0,1656.93
14421.0,1656.26
16611.0,1655.64
13330.0,1655.17
12854.0,1654.72
13911.0,1654.08
12873.0,1653.3
12911.0,1651.72
14963.0,1651.23
12701.0,1648.7
14481.0,1648.18
13397.0,1647.74
14515.0,1647.17
13192.0,1646.6399999999999
13503.0,1642.39
13643.0,1637.33
16081.0,1637.14
17165.0,1635.64
15550.0,1635.42
15310.0,1634.64
14562.0,1631.38
16555.0,1629.79
13554.0,1629.35
14215.0,1626.61
13692.0,1626.08
13154.0,1624.84
17954.0,1618.93
18220.0,1616.48
13824.0,1615.82
17422.0,1615.39
14896.0,1614.45
14934.0,1612.56
15013.0,1610.82
15789.0,1610.71
16860.0,1610.62
17814.0,1609.37
15810.0,1607.06
14467.0,1606.98
17460.0,1605.8400000000001
15607.0,1604.21
14195.0,1603.6
15062.0,1597.76
16634.0,1596.71
17853.0,1596.29
17994.0,1595.1399999999999
17028.0,1593.83
12937.0,1593.34
14396.0,1591.74
16057.0,1591.73
16275.0,1591.24
12360.0,1590.83
13156.0,1586.54
17679.0,1585.5
14327.0,1583.28
17905.0,1580.3799999999999
13202.0,1580.3
16620.0,1579.97
12424.0,1579.07
12549.0,1575.68
13337.0,1575.26
15288.0,1574.51
13889.0,1574.3300000000002
17921.0,1574.13
14235.0,1573.1299999999999
13198.0,1572.99
17720.0,1572.97
15985.0,1572.8600000000001
15885.0,1572.47
14136.0,1570.81
14180.0,1570.73
14608.0,1567.79
15681.0,1563.54
16012.0,1563.3
14854.0,1563.03
12629.0,1558.22
15752.0,1557.96
15811.0,1557.38
17758.0,1555.83
14449.0,1555.4
16515.0,1554.92
13360.0,1553.65
15747.0,1553.17
13377.0,1552.88
17851.0,1552.35
14186.0,1550.63
13501.0,1544.79
13783.0,1542.09
14640.0,1541.98
13711.0,1540.2
15834.0,1539.24
12924.0,1535.7
15798.0,1535.37
12916.0,1534.78
14695.0,1534.22
12798.0,1533.8899999999999
14410.0,1531.63
16529.0,1531.55
16134.0,1527.25
13632.0,1526.88
15434.0,1525.5800000000002
12926.0,1523.97
16124.0,1523.49
13211.0,1523.35
15422.0,1522.27
14967.0,1518.81
15841.0,1518.35
14533.0,1516.65
15803.0,1513.84
17610.0,1511.94
14870.0,1511.7
12676.0,1511.7
12598.0,1511.01
14038.0,1509.5
13874.0,1508.7
17594.0,1504.7
17262.0,1504.26
14915.0,1503.77
14408.0,1503.2400000000002
14802.0,1502.98
13819.0,1502.0
17353.0,1502.0
15860.0,1498.8
15590.0,1496.6
13280.0,1494.87
15173.0,1494.6
18219.0,1493.1200000000001
14256.0,1491.73
16314.0,1491.4
13042.0,1488.59
16265.0,1488.17
17147.0,1485.36
16960.0,1483.83
13871.0,1482.6
12826.0,1481.03
18230.0,1480.8600000000001
14312.0,1478.7
17396.0,1476.3
13652.0,1475.77
15678.0,1473.24
17414.0,1471.52
12582.0,1469.04
15167.0,1468.82
13110.0,1468.8000000000002
14129.0,1467.48
18268.0,1464.73
17050.0,1462.95
14682.0,1462.81
15030.0,1461.63
15081.0,1460.92
16917.0,1460.3600000000001
15563.0,1459.02
17180.0,1452.8
12408.0,1452.22
13650.0,1451.66
13361.0,1450.5
15876.0,1449.1399999999999
17534.0,1445.47
14850.0,1445.21
14014.0,1443.03
14233.0,1441.55
15704.0,1441.04
12644.0,1440.58
17597.0,1439.72
15325.0,1439.72
13543.0,1439.6100000000001
16088.0,1437.43
12805.0,1434.95
15793.0,1433.96
12389.0,1433.33
15910.0,1432.29
15572.0,1431.78
16233.0,1429.03
14309.0,1428.28
16520.0,1427.57
17029.0,1421.3
18044.0,1417.01
14644.0,1416.96
17388.0,1415.81
13895.0,1415.45
17694.0,1412.85
14217.0,1411.91
14000.0,1410.68
16854.0,1408.96
12378.0,1407.7
12877.0,1406.3700000000001
13888.0,1405.92
15611.0,1405.83
12726.0,1405.5
14909.0,1404.68
12765.0,1404.58
14404.0,1404.04
16461.0,1402.91
17075.0,1402.51
17351.0,1401.08
13764.0,1400.2
15658.0,1399.3700000000001
15782.0,1399.36
13813.0,1398.61
16650.0,1397.69
16595.0,1397.59
14875.0,1397.08
16129.0,1396.05
17603.0,1393.66
13647.0,1393.56
16108.0,1393.42
13246.0,1390.23
16755.0,1389.25
15326.0,1388.81
15141.0,1388.47
15732.0,1387.95
14987.0,1387.4499999999998
16167.0,1386.1200000000001
15384.0,1385.38
14758.0,1380.9099999999999
15751.0,1380.44
13074.0,1378.74
17676.0,1378.16
14130.0,1377.86
15392.0,1376.0900000000001
14152.0,1376.05
15580.0,1375.39
14285.0,1374.41
18242.0,1372.72
14651.0,1371.77
14316.0,1370.34
12412.0,1370.05
15795.0,1369.8600000000001
12533.0,1367.89
17018.0,1367.6
16300.0,1367.32
14035.0,1366.73
17071.0,1364.68
13477.0,1364.59
17432.0,1363.23
17728.0,1362.75
15252.0,1362.63
16281.0,1361.96
