Customer ID,Recency,Frequency,Monetary,Customer_Segment,Average_Order_Value
12423.0,23,2,763.08,Potential Loyalists,381.54
12424.0,58,2,1579.07,Potential Loyalists,789.535
12425.0,84,1,964.21,At Risk,964.21
12426.0,298,1,762.48,At Risk,762.48
12427.0,7,1,303.5,Potential Loyalists,303.5
12429.0,1,5,3735.51,VIP / Champions,747.1020000000001
12431.0,9,13,4370.52,VIP / Champions,336.1938461538462
12433.0,2,5,7205.39,VIP / Champions,1441.078
12434.0,17,1,297.29,Potential Loyalists,297.29
12435.0,32,4,6096.04,VIP / Champions,1524.01
12437.0,31,21,7731.99,VIP / Champions,368.19
12439.0,318,2,1142.88,Potential Loyalists,571.44
12440.0,98,2,859.2,Potential Loyalists,429.6
12441.0,2,1,173.55,Potential Loyalists,173.55
12443.0,368,1,485.31,Lost / Hibernating,485.31
12445.0,56,1,301.58000000000004,At Risk,301.58000000000004
12449.0,46,2,768.6,Potential Loyalists,384.3
12450.0,35,3,490.32,Potential Loyalists,163.44
12451.0,99,3,3634.36,Loyal Customers,1211.4533333333334
12454.0,31,4,13151.44,VIP / Champions,3287.86
12455.0,81,4,3413.09,Loyal Customers,853.2725
12457.0,71,1,632.68,Potential Loyalists,632.68
12458.0,63,2,830.09,Potential Loyalists,415.045
12459.0,241,1,454.36,Lost / Hibernating,454.36
12460.0,92,1,326.65,At Risk,326.65
12466.0,318,1,56.73,Lost / Hibernating,56.73
12467.0,59,1,132.8,At Risk,132.8
12468.0,162,3,2941.2,Loyal Customers,980.4
12469.0,158,2,3070.54,Potential Loyalists,1535.27
12470.0,325,1,211.95,Lost / Hibernating,211.95
12471.0,10,49,20129.54,VIP / Champions,410.8069387755102
12472.0,5,13,11308.48,VIP / Champions,869.8830769230769
12474.0,14,13,5048.66,VIP / Champions,388.35846153846154
12475.0,45,1,426.26,At Risk,426.26
12476.0,32,12,7267.49,VIP / Champions,605.6241666666666
12477.0,35,3,7056.63,Loyal Customers,2352.21
12480.0,35,3,2183.2200000000003,Loyal Customers,727.7400000000001
12481.0,1,6,6765.07,VIP / Champions,1127.5116666666665
12482.0,212,29,23691.4,Loyal Customers,816.944827586207
12483.0,14,11,2612.2000000000003,VIP / Champions,237.4727272727273
12484.0,119,6,1826.78,Loyal Customers,304.4633333333333
12485.0,165,1,708.1,At Risk,708.1
12486.0,67,1,1037.28,Potential Loyalists,1037.28
12487.0,366,1,285.29999999999995,Lost / Hibernating,285.29999999999995
12490.0,14,11,4405.71,VIP / Champions,400.5190909090909
12492.0,39,1,452.0,At Risk,452.0
12494.0,1,3,626.77,Loyal Customers,208.92333333333332
12495.0,276,1,357.4,Lost / Hibernating,357.4
12496.0,256,2,45.34,Lost / Hibernating,22.67
12497.0,36,2,5205.400000000001,Loyal Customers,2602.7000000000003
12499.0,196,1,393.72,Lost / Hibernating,393.72
12500.0,71,8,1697.39,Loyal Customers,212.17375
12503.0,220,1,1126.0,At Risk,1126.0
12504.0,53,2,297.0,Potential Loyalists,148.5
12505.0,44,1,955.2,Potential Loyalists,955.2
12507.0,220,1,539.25,At Risk,539.25
12510.0,95,7,4195.45,Loyal Customers,599.35
12511.0,64,1,3084.02,Potential Loyalists,3084.02
12514.0,277,1,580.08,At Risk,580.08
12516.0,66,2,1336.56,Potential Loyalists,668.28
12519.0,112,1,385.7,At Risk,385.7
12523.0,10,12,2562.58,VIP / Champions,213.54833333333332
12524.0,24,9,6640.39,VIP / Champions,737.8211111111111
12525.0,134,3,973.73,Potential Loyalists,324.57666666666665
12527.0,130,2,386.8,At Risk,193.4
12529.0,164,1,316.48,At Risk,316.48
12530.0,51,5,2096.98,Loyal Customers,419.396
12531.0,322,1,1807.98,At Risk,1807.98
12533.0,263,2,1367.89,Potential Loyalists,683.945
12537.0,44,1,732.94,Potential Loyalists,732.94
12538.0,14,1,276.5,Potential Loyalists,276.5
12539.0,86,3,5646.400000000001,Loyal Customers,1882.1333333333334
12540.0,14,16,8854.25,VIP / Champions,553.390625
12542.0,120,2,481.88,At Risk,240.94
12543.0,84,1,980.25,At Risk,980.25
12547.0,136,1,175.78,Lost / Hibernating,175.78
12549.0,211,6,1575.68,Potential Loyalists,262.61333333333334
12553.0,21,2,916.47,Potential Loyalists,458.235
12554.0,84,1,468.5,At Risk,468.5
12555.0,318,1,129.23,Lost / Hibernating,129.23
12557.0,7,4,6725.18,VIP / Champions,1681.295
12562.0,21,2,1185.18,Loyal Customers,592.59
12563.0,44,1,249.24,At Risk,249.24
12567.0,3,7,4308.58,VIP / Champions,615.5114285714286
12568.0,280,1,70.0,Lost / Hibernating,70.0
12570.0,318,1,77.52,Lost / Hibernating,77.52
12573.0,17,4,556.87,Loyal Customers,139.2175
12575.0,93,2,622.8199999999999,Potential Loyalists,311.40999999999997
12576.0,28,3,826.89,Loyal Customers,275.63
12577.0,17,5,990.5,Loyal Customers,198.1
12578.0,21,2,1847.94,Loyal Customers,923.97
12580.0,212,1,637.2,At Risk,637.2
12582.0,58,2,1469.04,Potential Loyalists,734.52
12583.0,9,13,7166.0599999999995,VIP / Champions,551.2353846153845
12586.0,10,3,1865.73,Loyal Customers,621.91
12588.0,35,3,743.88,Loyal Customers,247.96
12589.0,57,6,4048.98,Loyal Customers,674.83
12591.0,26,2,886.1,Potential Loyalists,443.05
12592.0,155,3,2145.06,Loyal Customers,715.02
12594.0,14,5,1751.89,VIP / Champions,350.37800000000004
12595.0,140,1,299.02,At Risk,299.02
12598.0,99,3,1511.01,Potential Loyalists,503.67
12599.0,17,6,1264.14,Loyal Customers,210.69000000000003
12600.0,7,12,2444.88,VIP / Champions,203.74
12601.0,40,1,104.19999999999999,At Risk,104.19999999999999
12605.0,12,4,1232.95,VIP / Champions,308.2375
12606.0,318,1,21.0,Lost / Hibernating,21.0
12608.0,40,1,415.79,At Risk,415.79
12609.0,10,6,2309.01,VIP / Champions,384.83500000000004
12613.0,24,5,3472.9900000000002,VIP / Champions,694.5980000000001
12615.0,49,4,3449.79,Loyal Customers,862.4475
12616.0,24,1,417.8,Potential Loyalists,417.8
12619.0,196,1,140.14,Lost / Hibernating,140.14
12621.0,1,16,11086.14,VIP / Champions,692.88375
12623.0,52,6,3442.7400000000002,Loyal Customers,573.7900000000001
12625.0,145,2,2481.06,Potential Loyalists,1240.53
12629.0,21,2,1558.22,Loyal Customers,779.11
12631.0,92,5,2841.07,Loyal Customers,568.214
12632.0,156,2,804.88,Potential Loyalists,402.44
12633.0,18,3,3514.18,Loyal Customers,1171.3933333333332
12634.0,171,2,490.0,At Risk,245.0
12635.0,28,2,1241.23,Loyal Customers,620.615
12636.0,374,1,141.0,Lost / Hibernating,141.0
12637.0,14,4,2280.91,VIP / Champions,570.2275
12638.0,275,1,249.8,Lost / Hibernating,249.8
12639.0,70,2,826.27,Potential Loyalists,413.135
12643.0,21,6,4960.18,VIP / Champions,826.6966666666667
12644.0,66,3,1440.58,Loyal Customers,480.1933333333333
12645.0,45,4,1764.12,Loyal Customers,441.03
12647.0,3,27,14201.53,VIP / Champions,525.9825925925926
12648.0,73,3,793.95,Potential Loyalists,264.65000000000003
12649.0,18,5,1671.1399999999999,Loyal Customers,334.22799999999995
12651.0,14,3,263.75,Loyal Customers,87.91666666666667
12652.0,70,1,97.05000000000001,At Risk,97.05000000000001
12653.0,162,1,1950.98,Potential Loyalists,1950.98
12655.0,59,1,261.35,At Risk,261.35
12656.0,61,3,2356.66,Loyal Customers,785.5533333333333
12661.0,72,1,162.0,Lost / Hibernating,162.0
12662.0,9,10,3138.2400000000002,VIP / Champions,313.824
12663.0,260,2,239.4,Lost / Hibernating,119.7
12664.0,150,2,1188.16,Potential Loyalists,594.08
12665.0,53,2,250.6,Potential Loyalists,125.3
12666.0,30,1,1248.42,Potential Loyalists,1248.42
12668.0,14,6,7575.88,VIP / Champions,1262.6466666666668
12670.0,21,2,764.24,Potential Loyalists,382.12
12671.0,242,1,2622.481,Potential Loyalists,2622.481
12672.0,231,1,211.15,Lost / Hibernating,211.15
12673.0,37,1,619.5,Potential Loyalists,619.5
12675.0,189,2,957.25,At Risk,478.625
12676.0,44,5,1511.7,Loyal Customers,302.34000000000003
12677.0,191,2,395.1,At Risk,197.55
12678.0,11,9,16652.72,VIP / Champions,1850.3022222222223
12681.0,3,24,17080.74,VIP / Champions,711.6975000000001
12682.0,1,23,11745.69,VIP / Champions,510.6821739130435
12683.0,1,8,4220.21,VIP / Champions,527.52625
12686.0,7,1,89.14,Potential Loyalists,89.14
12687.0,116,2,2138.91,Potential Loyalists,1069.455
12691.0,56,1,134.6,At Risk,134.6
12692.0,273,1,110.95,Lost / Hibernating,110.95
12693.0,32,3,847.11,Loyal Customers,282.37
12694.0,57,1,973.68,Potential Loyalists,973.68
12695.0,164,3,825.02,Potential Loyalists,275.00666666666666
12696.0,70,2,851.91,Potential Loyalists,425.955
12698.0,226,1,339.75,Lost / Hibernating,339.75
12699.0,53,1,638.11,Potential Loyalists,638.11
12701.0,165,4,1648.7,Loyal Customers,412.175
12703.0,269,3,722.98,Potential Loyalists,240.99333333333334
12705.0,19,5,4893.81,VIP / Champions,978.7620000000001
12708.0,4,9,2601.19,VIP / Champions,289.0211111111111
12709.0,2,20,21107.94,VIP / Champions,1055.397
12711.0,247,2,1339.05,Potential Loyalists,669.525
12712.0,1,10,2797.53,VIP / Champions,279.75300000000004
12714.0,24,7,9384.85,VIP / Champions,1340.6928571428573
12717.0,226,1,277.93,Lost / Hibernating,277.93
12720.0,5,6,2478.94,VIP / Champions,413.1566666666667
12721.0,21,2,1356.95,Loyal Customers,678.475
12724.0,19,3,1286.11,Loyal Customers,428.7033333333333
12725.0,7,4,2266.76,VIP / Champions,566.69
12726.0,23,4,1405.5,Loyal Customers,351.375
12727.0,78,3,1698.8300000000002,Potential Loyalists,566.2766666666668
12728.0,19,1,233.84,At Risk,233.84
12730.0,157,1,829.25,At Risk,829.25
12731.0,78,5,6879.8,Loyal Customers,1375.96
12733.0,25,3,2040.92,Loyal Customers,680.3066666666667
12734.0,10,2,529.25,Loyal Customers,264.625
12737.0,134,2,3710.5,Potential Loyalists,1855.25
12738.0,8,1,155.35,Potential Loyalists,155.35
12739.0,21,2,1713.69,Loyal Customers,856.845
12741.0,165,2,406.07,At Risk,203.035
12742.0,261,1,1201.52,At Risk,1201.52
12744.0,95,4,4037.77,Loyal Customers,1009.4425
12745.0,122,3,925.41,Potential Loyalists,308.46999999999997
12746.0,176,1,254.55,At Risk,254.55
12747.0,5,16,5061.03,VIP / Champions,316.314375
12748.0,1,144,22457.9,VIP / Champions,155.9576388888889
12749.0,35,4,2806.48,VIP / Champions,701.62
12751.0,80,1,268.27,At Risk,268.27
12755.0,1,10,5218.709999999999,VIP / Champions,521.8709999999999
12758.0,95,5,7111.650000000001,Loyal Customers,1422.3300000000002
12759.0,22,5,3489.3,VIP / Champions,697.86
12760.0,91,1,347.8,At Risk,347.8
12761.0,93,2,782.95,Potential Loyalists,391.475
12763.0,5,1,320.08,Potential Loyalists,320.08
12765.0,108,6,1404.58,Loyal Customers,234.09666666666666
12766.0,2,3,3078.65,VIP / Champions,1026.2166666666667
12767.0,11,1,949.82,Potential Loyalists,949.82
12768.0,86,1,168.69000000000003,Lost / Hibernating,168.69000000000003
12770.0,92,1,1895.0,Potential Loyalists,1895.0
12771.0,121,1,282.3,At Risk,282.3
12773.0,200,1,124.25,Lost / Hibernating,124.25
12774.0,171,1,98.7,Lost / Hibernating,98.7
12775.0,24,2,300.08,Potential Loyalists,150.04
12776.0,303,1,55.5,Lost / Hibernating,55.5
12777.0,93,1,519.45,At Risk,519.45
12778.0,32,3,953.45,Loyal Customers,317.81666666666666
12779.0,7,7,2740.91,VIP / Champions,391.5585714285714
12780.0,234,1,337.4,Lost / Hibernating,337.4
12782.0,10,6,2287.32,VIP / Champions,381.22
12784.0,165,1,1230.33,Potential Loyalists,1230.33
12785.0,171,2,788.45,Potential Loyalists,394.225
12786.0,245,1,728.5,At Risk,728.5
12787.0,49,1,398.52,At Risk,398.52
12788.0,99,4,444.9,Potential Loyalists,111.225
12789.0,148,2,181.5,At Risk,90.75
12790.0,46,1,266.93,At Risk,266.93
12791.0,9,6,863.51,Loyal Customers,143.91833333333332
12792.0,170,1,426.47,At Risk,426.47
12793.0,7,2,471.85,Potential Loyalists,235.925
12796.0,264,1,381.0,Lost / Hibernating,381.0
12797.0,1,2,552.08,Loyal Customers,276.04
12798.0,57,1,1533.8899999999999,Potential Loyalists,1533.8899999999999
12799.0,165,1,219.35,Lost / Hibernating,219.35
12800.0,106,3,584.25,Potential Loyalists,194.75
12801.0,136,1,1071.82,Potential Loyalists,1071.82
12802.0,78,6,1988.84,Loyal Customers,331.4733333333333
12803.0,29,1,1092.81,Potential Loyalists,1092.81
12804.0,101,2,325.37,At Risk,162.685
12805.0,17,4,1434.95,Loyal Customers,358.7375
12806.0,71,4,2878.96,Loyal Customers,719.74
12807.0,19,1,330.35,Potential Loyalists,330.35
12808.0,4,3,422.45,Loyal Customers,140.81666666666666
12809.0,201,2,1266.63,Potential Loyalists,633.315
12810.0,170,2,534.99,Potential Loyalists,267.495
12811.0,14,2,519.05,Loyal Customers,259.525
12813.0,137,3,1687.8,Potential Loyalists,562.6
12817.0,35,2,524.94,Potential Loyalists,262.47
12819.0,94,1,540.52,At Risk,540.52
12820.0,33,7,1747.18,VIP / Champions,249.59714285714287
12821.0,247,1,128.07999999999998,Lost / Hibernating,128.07999999999998
12823.0,30,13,4742.0,VIP / Champions,364.7692307692308
12825.0,157,2,518.63,Potential Loyalists,259.315
12826.0,1,6,1481.03,VIP / Champions,246.83833333333334
12829.0,186,1,92.30000000000001,Lost / Hibernating,92.30000000000001
12831.0,99,2,236.06,At Risk,118.03
12835.0,63,41,5996.83,VIP / Champions,146.2641463414634
12836.0,25,11,3949.37,VIP / Champions,359.03363636363633
12837.0,205,1,528.5600000000001,At Risk,528.5600000000001
12838.0,9,9,2694.75,VIP / Champions,299.4166666666667
12839.0,3,13,4480.31,VIP / Champions,344.6392307692308
12840.0,73,3,1315.2,Potential Loyalists,438.40000000000003
12841.0,5,17,3472.61,VIP / Champions,204.27117647058824
12842.0,40,2,799.0,Potential Loyalists,399.5
12843.0,18,22,4881.1,VIP / Champions,221.86818181818182
12844.0,78,2,322.64,At Risk,161.32
12846.0,318,1,15.58,Lost / Hibernating,15.58
12847.0,23,1,765.36,Potential Loyalists,765.36
12848.0,311,1,208.0,Lost / Hibernating,208.0
12849.0,17,4,2032.18,Loyal Customers,508.045
12850.0,81,1,330.0,At Risk,330.0
12851.0,113,1,148.95,Lost / Hibernating,148.95
12853.0,63,5,1950.4,Loyal Customers,390.08000000000004
12854.0,197,4,1654.72,Potential Loyalists,413.68
12855.0,8,4,612.84,Loyal Customers,153.21
12857.0,72,4,2581.6,Loyal Customers,645.4
12858.0,19,1,147.27,At Risk,147.27
12859.0,94,1,575.1,At Risk,575.1
12860.0,329,1,54.22,Lost / Hibernating,54.22
12861.0,255,1,68.25,Lost / Hibernating,68.25
12862.0,61,2,984.62,Potential Loyalists,492.31
12863.0,15,5,2271.35,VIP / Champions,454.27
12864.0,144,1,152.45,Lost / Hibernating,152.45
12865.0,14,2,1755.24,Loyal Customers,877.62
12866.0,110,2,668.23,Potential Loyalists,334.115
12867.0,33,6,3819.92,VIP / Champions,636.6533333333333
12868.0,9,3,640.0,Loyal Customers,213.33333333333334
12869.0,317,1,337.66999999999996,Lost / Hibernating,337.66999999999996
12870.0,11,3,1676.95,Loyal Customers,558.9833333333333
12871.0,75,1,363.38,At Risk,363.38
12872.0,1,11,3062.52,VIP / Champions,278.4109090909091
12873.0,33,2,1653.3,Loyal Customers,826.65
12874.0,21,2,948.42,Potential Loyalists,474.21
12875.0,107,3,1013.76,Potential Loyalists,337.92
12876.0,30,2,1863.77,Loyal Customers,931.885
12877.0,37,8,1406.3700000000001,Loyal Customers,175.79625000000001
12880.0,17,2,640.13,Potential Loyalists,320.065
12887.0,19,1,222.4,At Risk,222.4
12889.0,17,4,385.46000000000004,Loyal Customers,96.36500000000001
12890.0,23,1,329.3,Potential Loyalists,329.3
12891.0,94,8,509.5,Loyal Customers,63.6875
12892.0,32,1,263.38,Potential Loyalists,263.38
12894.0,211,1,157.35,Lost / Hibernating,157.35
12897.0,17,2,297.75,Potential Loyalists,148.875
12898.0,99,2,296.21000000000004,At Risk,148.10500000000002
12899.0,49,1,366.4,At Risk,366.4
12900.0,58,1,340.33,At Risk,340.33
12903.0,64,1,833.53,Potential Loyalists,833.53
12905.0,212,2,1018.42,Potential Loyalists,509.21
12907.0,31,2,508.91,Potential Loyalists,254.455
12908.0,16,3,1026.0,Loyal Customers,342.0
12909.0,60,3,924.52,Potential Loyalists,308.17333333333335
12910.0,15,5,2721.48,VIP / Champions,544.296
12911.0,187,1,1651.72,At Risk,1651.72
12913.0,4,9,4217.2300000000005,VIP / Champions,468.58111111111117
12914.0,36,1,223.98,At Risk,223.98
12915.0,8,3,811.1,Loyal Customers,270.3666666666667
12916.0,78,3,1534.78,Potential Loyalists,511.5933333333333
12917.0,36,5,3765.2,VIP / Champions,753.04
12918.0,262,1,10953.5,Potential Loyalists,10953.5
12920.0,207,3,323.86,At Risk,107.95333333333333
12921.0,2,39,19333.95,VIP / Champions,495.7423076923077
12923.0,26,2,597.6,Potential Loyalists,298.8
12924.0,29,8,1535.7,VIP / Champions,191.9625
12925.0,228,1,35.28,Lost / Hibernating,35.28
12926.0,47,4,1523.97,Loyal Customers,380.9925
12927.0,30,1,197.31,At Risk,197.31
12928.0,14,7,2242.19,VIP / Champions,320.3128571428571
12931.0,16,42,50291.38,VIP / Champions,1197.4138095238095
12932.0,175,8,1698.56,Loyal Customers,212.32
12933.0,16,5,1029.1,Loyal Customers,205.82
12934.0,372,1,181.65,Lost / Hibernating,181.65
12935.0,11,8,2083.16,VIP / Champions,260.395
12937.0,99,5,1593.34,Loyal Customers,318.668
12939.0,15,12,13683.0,VIP / Champions,1140.25
12941.0,360,1,377.49,Lost / Hibernating,377.49
12942.0,1,1,258.75,Potential Loyalists,258.75
12943.0,194,2,496.5,At Risk,248.25
12945.0,292,1,437.16,Lost / Hibernating,437.16
12946.0,72,1,324.45,At Risk,324.45
12947.0,9,1,304.04,Potential Loyalists,304.04
12948.0,366,2,252.48000000000002,At Risk,126.24000000000001
12949.0,18,14,11359.48,VIP / Champions,811.3914285714285
12951.0,22,9,2149.65,VIP / Champions,238.85000000000002
12953.0,158,1,498.96000000000004,At Risk,498.96000000000004
12954.0,274,1,162.45,Lost / Hibernating,162.45
12956.0,320,3,413.82,At Risk,137.94
12957.0,177,5,4689.43,Loyal Customers,937.8860000000001
12958.0,36,2,467.34,Potential Loyalists,233.67
12959.0,120,1,150.95,Lost / Hibernating,150.95
12960.0,49,4,1322.07,Loyal Customers,330.5175
12961.0,15,1,211.99,Potential Loyalists,211.99
12963.0,1,5,1744.96,VIP / Champions,348.992
12964.0,73,1,132.24,Lost / Hibernating,132.24
12967.0,7,2,2646.02,Loyal Customers,1323.01
12969.0,238,1,122.45,Lost / Hibernating,122.45
12970.0,16,6,1048.13,Loyal Customers,174.68833333333336
12971.0,2,33,4782.88,VIP / Champions,144.93575757575758
12972.0,49,4,1161.2,Loyal Customers,290.3
12973.0,49,1,385.55,At Risk,385.55
12974.0,201,1,264.15,Lost / Hibernating,264.15
12975.0,72,6,2100.09,Loyal Customers,350.01500000000004
12976.0,14,7,2417.7799999999997,VIP / Champions,345.3971428571428
12977.0,137,3,474.64,Potential Loyalists,158.21333333333334
12978.0,21,5,2502.82,VIP / Champions,500.564
12979.0,365,1,517.7,At Risk,517.7
12980.0,22,12,8870.880000000001,VIP / Champions,739.2400000000001
12982.0,30,7,2354.27,VIP / Champions,336.32428571428574
12983.0,234,1,490.08000000000004,Lost / Hibernating,490.08000000000004
12986.0,64,10,2729.84,VIP / Champions,272.98400000000004
12987.0,56,3,753.51,Potential Loyalists,251.17
12989.0,60,18,6627.64,VIP / Champions,368.20222222222225
12990.0,53,4,546.0,Loyal Customers,136.5
12991.0,25,1,261.06,Potential Loyalists,261.06
12992.0,361,1,93.35000000000001,Lost / Hibernating,93.35000000000001
12993.0,81,4,844.87,Potential Loyalists,211.2175
12996.0,11,1,355.5,Potential Loyalists,355.5
12997.0,30,4,884.02,Loyal Customers,221.005
12998.0,128,3,920.08,Potential Loyalists,306.6933333333333
13000.0,361,1,497.65000000000003,Lost / Hibernating,497.65000000000003
13001.0,40,20,14256.68,VIP / Champions,712.8340000000001
13002.0,52,2,293.18,Potential Loyalists,146.59
13004.0,22,18,5994.94,VIP / Champions,333.0522222222222
13005.0,67,2,485.98,Potential Loyalists,242.99
13007.0,215,1,175.25,Lost / Hibernating,175.25
13008.0,33,2,382.66,Potential Loyalists,191.33
13009.0,308,1,234.0,Lost / Hibernating,234.0
13010.0,10,2,330.12,Potential Loyalists,165.06
13011.0,8,1,50.550000000000004,Potential Loyalists,50.550000000000004
13012.0,65,3,1310.99,Loyal Customers,436.99666666666667
13013.0,7,18,7814.83,VIP / Champions,434.15722222222223
13014.0,68,1,1914.8,Potential Loyalists,1914.8
13015.0,74,6,3240.14,Loyal Customers,540.0233333333333
13018.0,49,7,2485.46,VIP / Champions,355.0657142857143
13019.0,15,6,1229.95,VIP / Champions,204.99166666666667
13020.0,198,2,618.96,At Risk,309.48
13021.0,10,8,2270.86,VIP / Champions,283.8575
13022.0,65,1,65.3,At Risk,65.3
13023.0,164,1,759.13,At Risk,759.13
13024.0,106,2,555.87,Potential Loyalists,277.935
13025.0,367,1,323.39,Lost / Hibernating,323.39
13026.0,124,4,757.72,Potential Loyalists,189.43
13027.0,21,13,10327.2,VIP / Champions,794.4000000000001
13029.0,10,2,679.8,Loyal Customers,339.9
13030.0,4,1,402.36,Potential Loyalists,402.36
13031.0,43,5,3292.84,Loyal Customers,658.568
13032.0,28,7,1805.78,VIP / Champions,257.9685714285714
13033.0,65,1,30.0,At Risk,30.0
13034.0,5,2,279.91,Potential Loyalists,139.955
13035.0,67,1,442.32,At Risk,442.32
13036.0,320,1,307.1,Lost / Hibernating,307.1
13037.0,35,9,3033.88,VIP / Champions,337.09777777777776
13039.0,220,4,1010.73,Potential Loyalists,252.6825
13041.0,86,4,799.13,Potential Loyalists,199.7825
13042.0,234,3,1488.59,Potential Loyalists,496.19666666666666
13044.0,128,10,4287.58,Loyal Customers,428.758
13045.0,37,2,503.64,Potential Loyalists,251.82
13046.0,92,1,319.94,At Risk,319.94
13047.0,9,17,5557.62,VIP / Champions,326.9188235294118
13048.0,72,5,2229.72,Loyal Customers,445.94399999999996
13049.0,25,2,751.5600000000001,Potential Loyalists,375.78000000000003
13050.0,2,19,6477.67,VIP / Champions,340.93
13051.0,214,2,155.8,Lost / Hibernating,77.9
13052.0,56,6,2771.18,Loyal Customers,461.8633333333333
13053.0,257,1,127.65,Lost / Hibernating,127.65
13055.0,65,1,1106.7,Potential Loyalists,1106.7
13056.0,187,1,209.48,Lost / Hibernating,209.48
13057.0,166,3,709.59,Potential Loyalists,236.53
13059.0,49,9,2108.37,Loyal Customers,234.26333333333332
13063.0,116,1,188.4,Lost / Hibernating,188.4
13064.0,186,2,561.25,At Risk,280.625
13065.0,9,5,1055.05,VIP / Champions,211.01
13067.0,45,2,393.05,Potential Loyalists,196.525
13069.0,5,16,5185.51,VIP / Champions,324.094375
13070.0,95,3,522.9,Potential Loyalists,174.29999999999998
13071.0,248,1,129.22,Lost / Hibernating,129.22
13073.0,47,2,418.08,Potential Loyalists,209.04
13074.0,147,4,1378.74,Loyal Customers,344.685
13076.0,93,1,135.4,Lost / Hibernating,135.4
13077.0,2,8,2326.35,VIP / Champions,290.79375
13078.0,2,32,16904.510000000002,VIP / Champions,528.2659375000001
13079.0,53,1,199.08,At Risk,199.08
13080.0,37,3,222.65,Potential Loyalists,74.21666666666667
13081.0,7,19,30867.77,VIP / Champions,1624.6194736842106
13082.0,60,12,3722.12,VIP / Champions,310.1766666666667
13083.0,61,1,91.67999999999999,At Risk,91.67999999999999
13084.0,127,1,122.39999999999999,Lost / Hibernating,122.39999999999999
13085.0,315,6,2017.2,Potential Loyalists,336.2
13086.0,18,1,439.33000000000004,Potential Loyalists,439.33000000000004
13087.0,362,1,313.64,Lost / Hibernating,313.64
13088.0,53,1,236.11,At Risk,236.11
13089.0,4,109,57885.45,VIP / Champions,531.0591743119265
13090.0,1,13,5189.32,VIP / Champions,399.17846153846153
13091.0,365,2,1976.0,Potential Loyalists,988.0
13092.0,50,7,1662.45,Loyal Customers,237.49285714285716
