StockCode,Description,Total_Quantity,Total_Revenue,Average_Price,Transactions
20814,SILVER FINCH DECORATION,189,208.89000000000001,1.2061538461538461,13
20816,GOLD FLOWER CUSHION COVER ,16,108.0,6.75,5
20818,GOLD TEDDY BEAR,72,225.8,4.282,25
20819,SILVER TEDDY BEAR,165,390.52,3.7953846153846156,39
20820,SILVER LOOKING MIRROR,9,44.550000000000004,4.95,7
20821,GOLDIE LOOKING MIRROR,25,202.27,8.807894736842105,19
20822,SILVER WINE GOBLET,2,9.3,4.65,1
20823,GOLD WINE GOBLET,89,404.15000000000003,5.731818181818182,11
20825,GOLD WINE GLASS,361,1255.08,6.831428571428572,7
20826,SILVER APERITIF GLASS,79,162.32000000000002,2.0483333333333333,6
20827,GOLD APERITIF GLASS,85,175.04000000000002,2.0483333333333333,6
20828,GLITTER BUTTERFLY CLIPS,3340,7987.9800000000005,2.7960309278350515,378
20829,GLITTER HANGING BUTTERFLY STRING,3528,7152.490000000001,2.4064784053156147,296
20830,SILVER PHOTO FRAME,271,554.78,2.9482608695652175,45
20831,GOLD PHOTO FRAME,258,461.43,2.708048780487805,40
20832,RED FLOCK LOVE HEART PHOTO FRAME,623,561.68,1.1561249999999998,80
20833,SHAKER THROW  QUILTED,52,811.8,27.630000000000003,5
20835,FRENCH LATTICE CUSHION COVER ,14,32.239999999999995,7.63,3
20836,FRENCH PAISLEY CUSHION COVER,54,108.9,2.1100000000000003,5
20837,FRENCH FLORAL CUSHION COVER ,24,45.60000000000001,2.25,3
20838,FRENCH LATTICE CUSHION COVER ,61,104.35000000000001,2.6,6
20839,FRENCH PAISLEY CUSHION COVER ,67,223.33000000000004,4.156875,16
20840,FRENCH FLORAL CUSHION COVER ,353,796.0899999999999,3.0420000000000003,20
20845,ZINC HEART LATTICE 2 WALL PLANTER,57,381.61999999999995,7.863076923076923,13
20846,ZINC HEART LATTICE T-LIGHT HOLDER,754,1042.16,1.5370454545454544,85
20847,ZINC HEART LATTICE CHARGER LARGE,29,124.39,5.314,10
20848,ZINC HEART LATTICE CHARGER SMALL,18,53.10000000000001,2.95,4
20849,ZINC HEART LATTICE DOUBLE PLANTER,674,593.03,4.047083333333333,24
20850,ZINC HEART LATTICE PLANTER BOWL,820,713.8000000000001,2.8434782608695657,23
20851,ZINC HEART LATTICE TRAY OVAL ,326,376.02,5.971363636363637,21
20854,BLUE PATCH PURSE PINK HEART,217,359.76,1.6734246575342466,72
20855,PINK PATCH PURSE BLUE HEART,142,234.29999999999998,1.65,47
20856,DENIM PATCH PURSE PINK BUTTERFLY,201,331.65,1.65,63
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,223,367.95,1.65,66
20858,SILVER PURSE GOLD PINK BUTTERFLY,4,6.6,1.65,1
20860,GOLD COSMETICS BAG WITH BUTTERFLY,19,39.900000000000006,2.1,10
20861,GOLD COSMETIC BAG PINK STAR,45,94.5,2.1,15
20862,PINK PATCH PENCIL CASE BLUE HEART,325,691.1400000000001,2.6216216216216215,37
20863,BLUE PATCH PENCIL CASE PINK HEART,293,601.53,2.4202,50
20864,DENIM PATCH PENCIL CASE BUTTERFLY,252,498.14000000000004,2.2,29
20865,PATCHWORK PENCIL CASE BUTTERFLY ,251,500.49,2.196060606060606,33
20866,BLUE ROSE FABRIC MIRROR,687,667.99,1.5102857142857142,105
20867,PINK ROSE FABRIC MIRROR,809,759.73,1.443673469387755,96
20868,SILVER FABRIC MIRROR,424,298.72,1.3156,25
20869,GOLD FABRIC MIRROR,349,208.36,1.2249999999999999,24
20870,OPULENT VELVET CANDLE IN BOX,29,52.2,2.9214285714285713,7
20871,OPULENT VELVET SET/3 CANDLES,1271,1969.63,2.6764843750000002,126
20877,MODERN CHRISTMAS BAUBLE CANDLE ,12,5.04,0.42000000000000004,5
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,737,952.51,1.4786206896551723,85
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,57,67.8,1.8027272727272725,11
20881,MODERN CHRISTMAS TREE CANDLE,3,2.55,0.85,2
20882,MODERN CHRISTMAS TREE CANDLE,3,8.850000000000001,2.95,2
20884,MODERN CHRISTMAS TREE CANDLE ,3,6.300000000000001,2.1,3
20885,BOX OF 3 PEBBLE CANDLES,1,2.95,2.95,1
20886,BOX OF 9 PEBBLE CANDLES,1302,2591.5699999999997,2.392824074074074,212
20887,BOX OF 6 PEBBLE CANDLES,18,118.39,5.615,8
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,367,547.74,3.8852631578947374,19
20889,JARDIN DE FEMME SCENTED CANDLE,657,398.03999999999996,2.3376923076923077,13
20890,SMALL GLASS ROSE SCENTED CANDLE,605,202.62,2.9925,4
20891,LARGE GLASS ROSE SCENTED CANDLE ,684,236.32999999999998,8.126666666666667,3
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,101,1069.86,15.900540540540538,37
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,399,926.37,2.7892592592592593,51
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,238,730.3900000000001,3.3817910447761195,66
20895,VINTAGE NOTEBOOK FRENCH LETTER ,16,47.20000000000001,2.95,4
20896,VINTAGE NOTEBOOK PINK FLOWER,39,115.05000000000001,2.95,14
20897,VINTAGE NOTEBOOK PARIS DAYS,251,574.0400000000001,4.171132075471698,53
20898,VINTAGE NOTEBOOK TRAVELOGUE,289,588.19,3.3851219512195128,40
20899,VINTAGE NOTEBOOK RED ROSE,44,129.8,2.95,12
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,72,721.45,10.930961538461538,52
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,100,901.94,11.510769230769231,65
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,107,490.61,10.051935483870968,31
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,10,63.5,6.35,4
20906,VINTAGE NOTEBOOK BEAUTY GIRL,99,362.34000000000003,4.116808510638298,46
20910,VINTAGE PHOTO ALBUM PARIS DAYS,100,731.02,8.468,45
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,314,898.7199999999999,3.8030232558139536,43
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2173,6243.79,3.216666666666667,300
20914,SET/5 RED SPOTTY LID GLASS BOWLS,10420,28734.12,3.1745484949832776,883
20931,BLUE POT PLANT CANDLE ,377,1200.03,4.661630434782609,91
20932,PINK POT PLANT CANDLE,129,515.1800000000001,4.749130434782609,46
20933,YELLOW POT PLANT CANDLE,482,1258.44,4.299772727272727,43
20934,SET/3 POT PLANT CANDLES,129,760.61,7.368372093023255,42
20935,ROUND CACTUS CANDLE,294,556.7800000000001,3.0890697674418606,42
20936,FORKED CACTUS CANDLE,240,547.34,3.660681818181818,44
20939,ORANGE CANDLE,12,10.2,0.85,1
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,118,342.75,3.475454545454546,22
20941,FROG CANDLE,935,815.01,1.8547169811320754,106
20942,SET/6 GINGERBREAD TREE T-LIGHTS,6,7.5,1.25,4
20943,SET/6 GINGERBREAD STAR T-LIGHTS,381,540.21,1.6716901408450704,71
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,687,353.39,0.7546428571428571,83
20952,PORCELAIN CHERUB BELL SMALL,329,150.72,0.6812499999999999,24
20953,PORCELAIN CHERUB BELL LARGE,33,54.449999999999996,1.65,9
20954,*USB Office Mirror Ball,1,8.65,8.65,1
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1559,2013.73,1.7806578947368419,148
20957,PORCELAIN HANGING BELL SMALL,126,184.60999999999999,1.5773333333333333,15
20958,PORCELAIN HANGING BELL LARGE,38,70.5,1.92,10
20960,WATERMELON BATH SPONGE,1879,2498.43,1.6256666666666666,207
20961,STRAWBERRY BATH SPONGE ,2440,3141.14,1.6506472491909383,306
20963,APPLE BATH SPONGE,2306,3021.45,1.7126948051948052,303
20964,POLYESTER FILLER PAD 60x40cm,18,45.89999999999999,2.55,5
20966,SANDWICH BATH SPONGE,2432,3477.88,1.7561016949152541,350
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,874,3292.14,3.9574166666666666,236
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,43,185.11,4.749499999999999,19
20969,RED FLORAL FELTCRAFT SHOULDER BAG,1330,5070.67,4.271873111782478,330
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1427,5384.87,4.145595238095238,334
20971,PINK BLUE FELT CRAFT TRINKET BOX,11587,15138.11,1.404302848575712,656
20972,PINK CREAM FELT CRAFT TRINKET BOX ,13367,15952.53,1.3965655339805825,815
20973,12 PENCIL SMALL TUBE WOODLAND,5550,3707.8500000000004,0.7822321428571428,325
20974,12 PENCILS SMALL TUBE SKULL,6565,4356.110000000001,0.7454545454545455,495
20975,12 PENCILS SMALL TUBE RED RETROSPOT,3816,2594.4300000000003,0.7375,209
20975,12 PENCILS SMALL TUBE RED SPOTTY,8267,5278.030000000001,0.7499739583333334,368
20976,12 PENCILS SMALL TUBE POSY,549,376.34000000000003,0.748421052631579,76
20977,36 PENCILS TUBE WOODLAND,2108,2810.1,1.5957928802588996,306
20978,36 PENCILS TUBE SKULLS,2354,3084.7799999999997,1.5529449838187703,303
20979,36 PENCILS TUBE RED RETROSPOT,1084,1367.22,1.4981896551724136,116
20979,36 PENCILS TUBE RED SPOTTY,3395,4252.11,1.5688086642599277,275
20980,36 PENCILS TUBE POSY,155,206.65,1.5725,39
20981,12 PENCILS TALL TUBE WOODLAND,2799,2377.77,0.9665703971119134,276
20982,12 PENCILS TALL TUBE SKULLS,2764,2417.5299999999997,0.9609495548961423,331
20983,12 PENCILS TALL TUBE RED RETROSPOT,1231,1059.31,0.9259375,123
20983,12 PENCILS TALL TUBE RED SPOTTY,2358,2074.06,0.9929457364341086,258
20984,12 PENCILS TALL TUBE POSY,2090,781.6899999999999,0.8847435897435898,78
20985,HEART CALCULATOR,1207,1529.92,1.4650295857988165,165
20986,BLUE CALCULATOR RULER,592,755.1,1.5025252525252526,96
20987,GEISHA GIRL CHOPSTICKS SET/5,131,288.35,3.0181818181818185,22
20988,TRELLIS FLOWER CHOPSTICKS SET/5,24,46.8,1.9500000000000002,9
20989,URBAN CHIC CHOPSTICKS SET/5,407,782.18,2.269824561403509,57
20990,SPRING FLOWER CHOPSTICKS SET/5,895,1706.1399999999999,2.2476415094339623,103
20991,JAZZ HEARTS MAGNETIC MEMO PAD,7084,884.5600000000002,0.9515625000000001,32
20992,JAZZ HEARTS PURSE NOTEBOOK,1771,1318.07,0.9454166666666666,164
