Customer ID,Recency,Frequency,Monetary,Cluster,KMeans_Segment
12482.0,212,29,23691.4,3,Loyal Customers
12483.0,14,11,2612.2000000000003,0,At Risk
12484.0,119,6,1826.78,0,At Risk
12485.0,165,1,708.1,1,Lost
12486.0,67,1,1037.28,0,At Risk
12487.0,366,1,285.29999999999995,1,Lost
12490.0,14,11,4405.71,0,At Risk
12492.0,39,1,452.0,0,At Risk
12494.0,1,3,626.77,0,At Risk
12495.0,276,1,357.4,1,Lost
12496.0,256,2,45.34,1,Lost
12497.0,36,2,5205.400000000001,0,At Risk
12499.0,196,1,393.72,1,Lost
12500.0,71,8,1697.39,0,At Risk
12503.0,220,1,1126.0,1,Lost
12504.0,53,2,297.0,0,At Risk
12505.0,44,1,955.2,0,At Risk
12507.0,220,1,539.25,1,Lost
12510.0,95,7,4195.45,0,At Risk
12511.0,64,1,3084.02,0,At Risk
12514.0,277,1,580.08,1,Lost
12516.0,66,2,1336.56,0,At Risk
12519.0,112,1,385.7,0,At Risk
12523.0,10,12,2562.58,0,At Risk
12524.0,24,9,6640.39,0,At Risk
12525.0,134,3,973.73,0,At Risk
12527.0,130,2,386.8,0,At Risk
12529.0,164,1,316.48,1,Lost
12530.0,51,5,2096.98,0,At Risk
12531.0,322,1,1807.98,1,Lost
12533.0,263,2,1367.89,1,Lost
12537.0,44,1,732.94,0,At Risk
12538.0,14,1,276.5,0,At Risk
12539.0,86,3,5646.400000000001,0,At Risk
12540.0,14,16,8854.25,0,At Risk
12542.0,120,2,481.88,0,At Risk
12543.0,84,1,980.25,0,At Risk
12547.0,136,1,175.78,0,At Risk
12549.0,211,6,1575.68,1,Lost
12553.0,21,2,916.47,0,At Risk
12554.0,84,1,468.5,0,At Risk
12555.0,318,1,129.23,1,Lost
12557.0,7,4,6725.18,0,At Risk
12562.0,21,2,1185.18,0,At Risk
12563.0,44,1,249.24,0,At Risk
12567.0,3,7,4308.58,0,At Risk
12568.0,280,1,70.0,1,Lost
12570.0,318,1,77.52,1,Lost
12573.0,17,4,556.87,0,At Risk
12575.0,93,2,622.8199999999999,0,At Risk
12576.0,28,3,826.89,0,At Risk
12577.0,17,5,990.5,0,At Risk
12578.0,21,2,1847.94,0,At Risk
12580.0,212,1,637.2,1,Lost
12582.0,58,2,1469.04,0,At Risk
12583.0,9,13,7166.0599999999995,0,At Risk
12586.0,10,3,1865.73,0,At Risk
12588.0,35,3,743.88,0,At Risk
12589.0,57,6,4048.98,0,At Risk
12591.0,26,2,886.1,0,At Risk
12592.0,155,3,2145.06,1,Lost
12594.0,14,5,1751.89,0,At Risk
12595.0,140,1,299.02,1,Lost
12598.0,99,3,1511.01,0,At Risk
12599.0,17,6,1264.14,0,At Risk
12600.0,7,12,2444.88,0,At Risk
12601.0,40,1,104.19999999999999,0,At Risk
12605.0,12,4,1232.95,0,At Risk
12606.0,318,1,21.0,1,Lost
12608.0,40,1,415.79,0,At Risk
12609.0,10,6,2309.01,0,At Risk
12613.0,24,5,3472.9900000000002,0,At Risk
12615.0,49,4,3449.79,0,At Risk
12616.0,24,1,417.8,0,At Risk
12619.0,196,1,140.14,1,Lost
12621.0,1,16,11086.14,0,At Risk
12623.0,52,6,3442.7400000000002,0,At Risk
12625.0,145,2,2481.06,1,Lost
12629.0,21,2,1558.22,0,At Risk
12631.0,92,5,2841.07,0,At Risk
12632.0,156,2,804.88,1,Lost
12633.0,18,3,3514.18,0,At Risk
12634.0,171,2,490.0,1,Lost
12635.0,28,2,1241.23,0,At Risk
12636.0,374,1,141.0,1,Lost
12637.0,14,4,2280.91,0,At Risk
12638.0,275,1,249.8,1,Lost
12639.0,70,2,826.27,0,At Risk
12643.0,21,6,4960.18,0,At Risk
12644.0,66,3,1440.58,0,At Risk
12645.0,45,4,1764.12,0,At Risk
12647.0,3,27,14201.53,3,Loyal Customers
12648.0,73,3,793.95,0,At Risk
12649.0,18,5,1671.1399999999999,0,At Risk
12651.0,14,3,263.75,0,At Risk
12652.0,70,1,97.05000000000001,0,At Risk
12653.0,162,1,1950.98,1,Lost
12655.0,59,1,261.35,0,At Risk
12656.0,61,3,2356.66,0,At Risk
12661.0,72,1,162.0,0,At Risk
12662.0,9,10,3138.2400000000002,0,At Risk
12663.0,260,2,239.4,1,Lost
12664.0,150,2,1188.16,1,Lost
12665.0,53,2,250.6,0,At Risk
12666.0,30,1,1248.42,0,At Risk
12668.0,14,6,7575.88,0,At Risk
12670.0,21,2,764.24,0,At Risk
12671.0,242,1,2622.481,1,Lost
12672.0,231,1,211.15,1,Lost
12673.0,37,1,619.5,0,At Risk
12675.0,189,2,957.25,1,Lost
12676.0,44,5,1511.7,0,At Risk
12677.0,191,2,395.1,1,Lost
12678.0,11,9,16652.72,0,At Risk
12681.0,3,24,17080.74,0,At Risk
12682.0,1,23,11745.69,0,At Risk
12683.0,1,8,4220.21,0,At Risk
12686.0,7,1,89.14,0,At Risk
12687.0,116,2,2138.91,0,At Risk
12691.0,56,1,134.6,0,At Risk
12692.0,273,1,110.95,1,Lost
12693.0,32,3,847.11,0,At Risk
12694.0,57,1,973.68,0,At Risk
12695.0,164,3,825.02,1,Lost
12696.0,70,2,851.91,0,At Risk
12698.0,226,1,339.75,1,Lost
12699.0,53,1,638.11,0,At Risk
12701.0,165,4,1648.7,1,Lost
12703.0,269,3,722.98,1,Lost
12705.0,19,5,4893.81,0,At Risk
12708.0,4,9,2601.19,0,At Risk
12709.0,2,20,21107.94,0,At Risk
12711.0,247,2,1339.05,1,Lost
12712.0,1,10,2797.53,0,At Risk
12714.0,24,7,9384.85,0,At Risk
12717.0,226,1,277.93,1,Lost
12720.0,5,6,2478.94,0,At Risk
12721.0,21,2,1356.95,0,At Risk
12724.0,19,3,1286.11,0,At Risk
12725.0,7,4,2266.76,0,At Risk
12726.0,23,4,1405.5,0,At Risk
12727.0,78,3,1698.8300000000002,0,At Risk
12728.0,19,1,233.84,0,At Risk
12730.0,157,1,829.25,1,Lost
12731.0,78,5,6879.8,0,At Risk
12733.0,25,3,2040.92,0,At Risk
12734.0,10,2,529.25,0,At Risk
12737.0,134,2,3710.5,0,At Risk
12738.0,8,1,155.35,0,At Risk
12739.0,21,2,1713.69,0,At Risk
12741.0,165,2,406.07,1,Lost
12742.0,261,1,1201.52,1,Lost
12744.0,95,4,4037.77,0,At Risk
12745.0,122,3,925.41,0,At Risk
12746.0,176,1,254.55,1,Lost
12747.0,5,16,5061.03,0,At Risk
12748.0,1,144,22457.9,3,Loyal Customers
12749.0,35,4,2806.48,0,At Risk
12751.0,80,1,268.27,0,At Risk
12755.0,1,10,5218.709999999999,0,At Risk
12758.0,95,5,7111.650000000001,0,At Risk
12759.0,22,5,3489.3,0,At Risk
12760.0,91,1,347.8,0,At Risk
12761.0,93,2,782.95,0,At Risk
12763.0,5,1,320.08,0,At Risk
12765.0,108,6,1404.58,0,At Risk
12766.0,2,3,3078.65,0,At Risk
12767.0,11,1,949.82,0,At Risk
12768.0,86,1,168.69000000000003,0,At Risk
12770.0,92,1,1895.0,0,At Risk
12771.0,121,1,282.3,0,At Risk
12773.0,200,1,124.25,1,Lost
12774.0,171,1,98.7,1,Lost
12775.0,24,2,300.08,0,At Risk
12776.0,303,1,55.5,1,Lost
12777.0,93,1,519.45,0,At Risk
12778.0,32,3,953.45,0,At Risk
12779.0,7,7,2740.91,0,At Risk
12780.0,234,1,337.4,1,Lost
12782.0,10,6,2287.32,0,At Risk
12784.0,165,1,1230.33,1,Lost
12785.0,171,2,788.45,1,Lost
12786.0,245,1,728.5,1,Lost
12787.0,49,1,398.52,0,At Risk
12788.0,99,4,444.9,0,At Risk
12789.0,148,2,181.5,1,Lost
12790.0,46,1,266.93,0,At Risk
12791.0,9,6,863.51,0,At Risk
12792.0,170,1,426.47,1,Lost
12793.0,7,2,471.85,0,At Risk
12796.0,264,1,381.0,1,Lost
12797.0,1,2,552.08,0,At Risk
12798.0,57,1,1533.8899999999999,0,At Risk
12799.0,165,1,219.35,1,Lost
12800.0,106,3,584.25,0,At Risk
12801.0,136,1,1071.82,0,At Risk
12802.0,78,6,1988.84,0,At Risk
12803.0,29,1,1092.81,0,At Risk
12804.0,101,2,325.37,0,At Risk
12805.0,17,4,1434.95,0,At Risk
12806.0,71,4,2878.96,0,At Risk
12807.0,19,1,330.35,0,At Risk
12808.0,4,3,422.45,0,At Risk
12809.0,201,2,1266.63,1,Lost
12810.0,170,2,534.99,1,Lost
12811.0,14,2,519.05,0,At Risk
12813.0,137,3,1687.8,0,At Risk
12817.0,35,2,524.94,0,At Risk
12819.0,94,1,540.52,0,At Risk
12820.0,33,7,1747.18,0,At Risk
12821.0,247,1,128.07999999999998,1,Lost
12823.0,30,13,4742.0,0,At Risk
12825.0,157,2,518.63,1,Lost
12826.0,1,6,1481.03,0,At Risk
12829.0,186,1,92.30000000000001,1,Lost
12831.0,99,2,236.06,0,At Risk
12835.0,63,41,5996.83,3,Loyal Customers
12836.0,25,11,3949.37,0,At Risk
12837.0,205,1,528.5600000000001,1,Lost
12838.0,9,9,2694.75,0,At Risk
12839.0,3,13,4480.31,0,At Risk
12840.0,73,3,1315.2,0,At Risk
12841.0,5,17,3472.61,0,At Risk
12842.0,40,2,799.0,0,At Risk
12843.0,18,22,4881.1,0,At Risk
12844.0,78,2,322.64,0,At Risk
12846.0,318,1,15.58,1,Lost
12847.0,23,1,765.36,0,At Risk
12848.0,311,1,208.0,1,Lost
12849.0,17,4,2032.18,0,At Risk
12850.0,81,1,330.0,0,At Risk
12851.0,113,1,148.95,0,At Risk
12853.0,63,5,1950.4,0,At Risk
12854.0,197,4,1654.72,1,Lost
12855.0,8,4,612.84,0,At Risk
12857.0,72,4,2581.6,0,At Risk
12858.0,19,1,147.27,0,At Risk
12859.0,94,1,575.1,0,At Risk
12860.0,329,1,54.22,1,Lost
12861.0,255,1,68.25,1,Lost
12862.0,61,2,984.62,0,At Risk
12863.0,15,5,2271.35,0,At Risk
12864.0,144,1,152.45,1,Lost
12865.0,14,2,1755.24,0,At Risk
12866.0,110,2,668.23,0,At Risk
12867.0,33,6,3819.92,0,At Risk
12868.0,9,3,640.0,0,At Risk
12869.0,317,1,337.66999999999996,1,Lost
12870.0,11,3,1676.95,0,At Risk
12871.0,75,1,363.38,0,At Risk
12872.0,1,11,3062.52,0,At Risk
12873.0,33,2,1653.3,0,At Risk
12874.0,21,2,948.42,0,At Risk
12875.0,107,3,1013.76,0,At Risk
12876.0,30,2,1863.77,0,At Risk
12877.0,37,8,1406.3700000000001,0,At Risk
12880.0,17,2,640.13,0,At Risk
12887.0,19,1,222.4,0,At Risk
12889.0,17,4,385.46000000000004,0,At Risk
12890.0,23,1,329.3,0,At Risk
12891.0,94,8,509.5,0,At Risk
12892.0,32,1,263.38,0,At Risk
12894.0,211,1,157.35,1,Lost
12897.0,17,2,297.75,0,At Risk
12898.0,99,2,296.21000000000004,0,At Risk
12899.0,49,1,366.4,0,At Risk
12900.0,58,1,340.33,0,At Risk
12903.0,64,1,833.53,0,At Risk
12905.0,212,2,1018.42,1,Lost
12907.0,31,2,508.91,0,At Risk
12908.0,16,3,1026.0,0,At Risk
12909.0,60,3,924.52,0,At Risk
12910.0,15,5,2721.48,0,At Risk
12911.0,187,1,1651.72,1,Lost
12913.0,4,9,4217.2300000000005,0,At Risk
12914.0,36,1,223.98,0,At Risk
12915.0,8,3,811.1,0,At Risk
12916.0,78,3,1534.78,0,At Risk
12917.0,36,5,3765.2,0,At Risk
12918.0,262,1,10953.5,1,Lost
12920.0,207,3,323.86,1,Lost
12921.0,2,39,19333.95,3,Loyal Customers
12923.0,26,2,597.6,0,At Risk
12924.0,29,8,1535.7,0,At Risk
12925.0,228,1,35.28,1,Lost
12926.0,47,4,1523.97,0,At Risk
12927.0,30,1,197.31,0,At Risk
12928.0,14,7,2242.19,0,At Risk
12931.0,16,42,50291.38,3,Loyal Customers
12932.0,175,8,1698.56,1,Lost
12933.0,16,5,1029.1,0,At Risk
12934.0,372,1,181.65,1,Lost
12935.0,11,8,2083.16,0,At Risk
12937.0,99,5,1593.34,0,At Risk
12939.0,15,12,13683.0,0,At Risk
12941.0,360,1,377.49,1,Lost
12942.0,1,1,258.75,0,At Risk
12943.0,194,2,496.5,1,Lost
12945.0,292,1,437.16,1,Lost
12946.0,72,1,324.45,0,At Risk
12947.0,9,1,304.04,0,At Risk
12948.0,366,2,252.48000000000002,1,Lost
12949.0,18,14,11359.48,0,At Risk
12951.0,22,9,2149.65,0,At Risk
12953.0,158,1,498.96000000000004,1,Lost
12954.0,274,1,162.45,1,Lost
12956.0,320,3,413.82,1,Lost
12957.0,177,5,4689.43,1,Lost
12958.0,36,2,467.34,0,At Risk
12959.0,120,1,150.95,0,At Risk
12960.0,49,4,1322.07,0,At Risk
12961.0,15,1,211.99,0,At Risk
12963.0,1,5,1744.96,0,At Risk
12964.0,73,1,132.24,0,At Risk
12967.0,7,2,2646.02,0,At Risk
12969.0,238,1,122.45,1,Lost
12970.0,16,6,1048.13,0,At Risk
12971.0,2,33,4782.88,3,Loyal Customers
12972.0,49,4,1161.2,0,At Risk
12973.0,49,1,385.55,0,At Risk
12974.0,201,1,264.15,1,Lost
12975.0,72,6,2100.09,0,At Risk
12976.0,14,7,2417.7799999999997,0,At Risk
12977.0,137,3,474.64,0,At Risk
12978.0,21,5,2502.82,0,At Risk
12979.0,365,1,517.7,1,Lost
12980.0,22,12,8870.880000000001,0,At Risk
12982.0,30,7,2354.27,0,At Risk
12983.0,234,1,490.08000000000004,1,Lost
12986.0,64,10,2729.84,0,At Risk
12987.0,56,3,753.51,0,At Risk
12989.0,60,18,6627.64,0,At Risk
12990.0,53,4,546.0,0,At Risk
12991.0,25,1,261.06,0,At Risk
12992.0,361,1,93.35000000000001,1,Lost
12993.0,81,4,844.87,0,At Risk
12996.0,11,1,355.5,0,At Risk
12997.0,30,4,884.02,0,At Risk
12998.0,128,3,920.08,0,At Risk
13000.0,361,1,497.65000000000003,1,Lost
13001.0,40,20,14256.68,0,At Risk
13002.0,52,2,293.18,0,At Risk
13004.0,22,18,5994.94,0,At Risk
13005.0,67,2,485.98,0,At Risk
13007.0,215,1,175.25,1,Lost
13008.0,33,2,382.66,0,At Risk
13009.0,308,1,234.0,1,Lost
13010.0,10,2,330.12,0,At Risk
13011.0,8,1,50.550000000000004,0,At Risk
13012.0,65,3,1310.99,0,At Risk
13013.0,7,18,7814.83,0,At Risk
13014.0,68,1,1914.8,0,At Risk
13015.0,74,6,3240.14,0,At Risk
13018.0,49,7,2485.46,0,At Risk
13019.0,15,6,1229.95,0,At Risk
13020.0,198,2,618.96,1,Lost
13021.0,10,8,2270.86,0,At Risk
13022.0,65,1,65.3,0,At Risk
13023.0,164,1,759.13,1,Lost
13024.0,106,2,555.87,0,At Risk
13025.0,367,1,323.39,1,Lost
13026.0,124,4,757.72,0,At Risk
13027.0,21,13,10327.2,0,At Risk
13029.0,10,2,679.8,0,At Risk
13030.0,4,1,402.36,0,At Risk
13031.0,43,5,3292.84,0,At Risk
13032.0,28,7,1805.78,0,At Risk
13033.0,65,1,30.0,0,At Risk
13034.0,5,2,279.91,0,At Risk
13035.0,67,1,442.32,0,At Risk
13036.0,320,1,307.1,1,Lost
13037.0,35,9,3033.88,0,At Risk
13039.0,220,4,1010.73,1,Lost
13041.0,86,4,799.13,0,At Risk
13042.0,234,3,1488.59,1,Lost
13044.0,128,10,4287.58,0,At Risk
13045.0,37,2,503.64,0,At Risk
13046.0,92,1,319.94,0,At Risk
13047.0,9,17,5557.62,0,At Risk
13048.0,72,5,2229.72,0,At Risk
13049.0,25,2,751.5600000000001,0,At Risk
13050.0,2,19,6477.67,0,At Risk
13051.0,214,2,155.8,1,Lost
13052.0,56,6,2771.18,0,At Risk
13053.0,257,1,127.65,1,Lost
13055.0,65,1,1106.7,0,At Risk
13056.0,187,1,209.48,1,Lost
13057.0,166,3,709.59,1,Lost
13059.0,49,9,2108.37,0,At Risk
13063.0,116,1,188.4,0,At Risk
13064.0,186,2,561.25,1,Lost
13065.0,9,5,1055.05,0,At Risk
13067.0,45,2,393.05,0,At Risk
13069.0,5,16,5185.51,0,At Risk
13070.0,95,3,522.9,0,At Risk
13071.0,248,1,129.22,1,Lost
13073.0,47,2,418.08,0,At Risk
13074.0,147,4,1378.74,1,Lost
13076.0,93,1,135.4,0,At Risk
13077.0,2,8,2326.35,0,At Risk
13078.0,2,32,16904.510000000002,3,Loyal Customers
13079.0,53,1,199.08,0,At Risk
13080.0,37,3,222.65,0,At Risk
13081.0,7,19,30867.77,3,Loyal Customers
13082.0,60,12,3722.12,0,At Risk
13083.0,61,1,91.67999999999999,0,At Risk
13084.0,127,1,122.39999999999999,0,At Risk
13085.0,315,6,2017.2,1,Lost
13086.0,18,1,439.33000000000004,0,At Risk
13087.0,362,1,313.64,1,Lost
13088.0,53,1,236.11,0,At Risk
13089.0,4,109,57885.45,3,Loyal Customers
13090.0,1,13,5189.32,0,At Risk
13091.0,365,2,1976.0,1,Lost
13092.0,50,7,1662.45,0,At Risk
13093.0,9,48,47111.18,3,Loyal Customers
13094.0,4,2,505.8,0,At Risk
13096.0,30,1,419.70000000000005,0,At Risk
13097.0,24,18,7320.88,0,At Risk
13101.0,134,3,594.21,0,At Risk
13102.0,1,14,5272.83,0,At Risk
13103.0,73,2,465.70000000000005,0,At Risk
13104.0,51,3,610.62,0,At Risk
13105.0,72,1,72.0,0,At Risk
13106.0,49,1,526.96,0,At Risk
13107.0,49,5,3721.45,0,At Risk
13108.0,8,2,748.46,0,At Risk
13109.0,187,1,347.49,1,Lost
13110.0,73,5,1468.8000000000002,0,At Risk
13111.0,354,1,321.88000000000005,1,Lost
13112.0,177,1,20.6,1,Lost
13113.0,2,14,6357.08,0,At Risk
13114.0,366,1,234.38,1,Lost
13115.0,15,6,3199.92,0,At Risk
13117.0,1,12,1658.8999999999999,0,At Risk
13118.0,12,4,1217.6,0,At Risk
13119.0,304,1,134.9,1,Lost
13123.0,108,2,506.75,0,At Risk
13124.0,21,1,885.33,0,At Risk
13125.0,159,1,148.62,1,Lost
13126.0,2,7,1898.6100000000001,0,At Risk
13128.0,267,1,263.5,1,Lost
13129.0,88,2,233.25,0,At Risk
13131.0,54,4,2240.47,0,At Risk
13133.0,95,1,90.65,0,At Risk
13134.0,38,2,681.65,0,At Risk
13135.0,127,1,275.45,0,At Risk
13136.0,11,8,3666.9500000000003,0,At Risk
13137.0,22,8,3983.65,0,At Risk
13138.0,8,2,504.85,0,At Risk
13139.0,73,1,3138.04,0,At Risk
13140.0,2,3,790.71,0,At Risk
13141.0,21,12,5267.33,0,At Risk
13143.0,220,1,405.1,1,Lost
13144.0,67,1,24.4,0,At Risk
13145.0,8,4,805.0,0,At Risk
13148.0,25,14,4814.56,0,At Risk
13150.0,120,3,449.96999999999997,0,At Risk
13151.0,261,2,1207.34,1,Lost
13152.0,53,7,2146.38,0,At Risk
13154.0,35,3,1624.84,0,At Risk
13155.0,4,3,778.42,0,At Risk
13156.0,21,3,1586.54,0,At Risk
13157.0,45,5,3946.14,0,At Risk
13158.0,24,1,307.12,0,At Risk
13161.0,136,1,359.38,0,At Risk
13162.0,16,12,7587.2,0,At Risk
13163.0,246,1,17.65,1,Lost
13164.0,205,2,372.2,1,Lost
13165.0,49,1,429.68,0,At Risk
13166.0,50,1,458.73,0,At Risk
13167.0,26,1,333.82,0,At Risk
13168.0,178,1,541.14,1,Lost
13169.0,198,1,127.2,1,Lost
13172.0,36,1,69.6,0,At Risk
13173.0,3,10,2212.11,0,At Risk
13174.0,5,10,6621.6,0,At Risk
13175.0,218,2,831.45,1,Lost
13177.0,66,1,229.75,0,At Risk
13178.0,33,10,8333.72,0,At Risk
13179.0,254,1,572.3100000000001,1,Lost
13180.0,243,1,86.10000000000001,1,Lost
13181.0,17,1,359.69,0,At Risk
13183.0,30,6,3078.4,0,At Risk
13187.0,260,3,105.34,1,Lost
13190.0,180,3,570.66,1,Lost
13191.0,294,1,164.69,1,Lost
13192.0,171,4,1646.6399999999999,1,Lost
13194.0,57,1,412.08,0,At Risk
13195.0,50,1,136.73,0,At Risk
13196.0,79,3,1271.06,0,At Risk
13197.0,245,1,373.01000000000005,1,Lost
13198.0,23,2,1572.99,0,At Risk
13199.0,2,30,6615.77,0,At Risk
13201.0,138,4,1233.06,0,At Risk
13202.0,30,7,1580.3,0,At Risk
13203.0,22,6,1778.79,0,At Risk
13204.0,367,1,966.6600000000001,1,Lost
13205.0,79,1,2803.2,0,At Risk
13206.0,36,13,8308.19,0,At Risk
13207.0,87,2,285.6,0,At Risk
13208.0,85,3,758.65,0,At Risk
13209.0,150,5,2617.9,1,Lost
13211.0,17,7,1523.35,0,At Risk
13213.0,19,6,2330.94,0,At Risk
13214.0,53,7,3264.23,0,At Risk
13215.0,38,1,81.6,0,At Risk
13217.0,291,1,132.5,1,Lost
13219.0,254,1,76.23,1,Lost
13220.0,211,1,516.8,1,Lost
13222.0,213,1,88.5,1,Lost
13223.0,59,4,805.9200000000001,0,At Risk
13225.0,57,9,9796.23,0,At Risk
13226.0,29,1,204.25,0,At Risk
13230.0,1,17,3457.83,0,At Risk
13233.0,56,2,571.34,0,At Risk
13234.0,308,2,346.5,1,Lost
13237.0,23,1,643.0,0,At Risk
13238.0,66,2,305.9,0,At Risk
13239.0,73,4,1265.1299999999999,0,At Risk
13240.0,1,5,1036.21,0,At Risk
13241.0,47,1,112.53,0,At Risk
13242.0,87,4,429.0,0,At Risk
13243.0,85,4,635.26,0,At Risk
13245.0,68,1,558.72,0,At Risk
13246.0,29,5,1390.23,0,At Risk
13249.0,37,6,897.52,0,At Risk
13250.0,96,2,253.09,0,At Risk
13251.0,38,1,252.68,0,At Risk
13252.0,30,2,399.3,0,At Risk
13253.0,66,2,1920.71,0,At Risk
13254.0,12,1,51.410000000000004,0,At Risk
13255.0,9,2,504.95,0,At Risk
13257.0,72,1,149.75,0,At Risk
13258.0,15,2,336.59999999999997,0,At Risk
13259.0,33,8,1119.36,0,At Risk
13262.0,25,2,373.16,0,At Risk
13263.0,29,4,1239.27,0,At Risk
13264.0,78,1,722.5600000000001,0,At Risk
13266.0,49,7,2300.78,0,At Risk
13267.0,2,18,5236.77,0,At Risk
13269.0,5,14,3545.47,0,At Risk
13270.0,2,1,590.0,0,At Risk
13274.0,45,1,360.85,0,At Risk
13275.0,19,2,238.86,0,At Risk
13276.0,33,3,1300.98,0,At Risk
13277.0,16,3,264.9,0,At Risk
13278.0,35,3,893.12,0,At Risk
13280.0,15,4,1494.87,0,At Risk
13281.0,75,1,350.85,0,At Risk
13282.0,42,1,181.05,0,At Risk
13283.0,203,2,279.7,1,Lost
13285.0,236,2,655.47,1,Lost
13286.0,236,1,734.91,1,Lost
13287.0,239,3,781.59,1,Lost
13288.0,79,5,927.61,0,At Risk
13289.0,359,1,307.95,1,Lost
13290.0,74,1,208.63,0,At Risk
13291.0,50,10,2909.68,0,At Risk
13292.0,51,3,415.57,0,At Risk
13293.0,28,6,1192.94,0,At Risk
13294.0,282,1,815.79,1,Lost
13295.0,12,3,900.77,0,At Risk
13296.0,59,5,705.11,0,At Risk
13297.0,21,3,2278.77,0,At Risk
13299.0,59,2,1076.2,0,At Risk
13300.0,24,2,913.62,0,At Risk
13302.0,162,1,95.45,1,Lost
13303.0,36,1,61.72,0,At Risk
13304.0,91,3,917.57,0,At Risk
13305.0,8,7,1751.75,0,At Risk
13306.0,66,1,53.65,0,At Risk
13307.0,123,2,258.34,0,At Risk
13308.0,232,1,284.86,1,Lost
13309.0,28,1,249.58,0,At Risk
13310.0,16,2,409.17,0,At Risk
13312.0,87,1,124.75,0,At Risk
13313.0,115,7,1890.0,0,At Risk
13315.0,325,1,310.26,1,Lost
13316.0,28,6,7207.89,0,At Risk
