Customer ID,Recency,Frequency,Monetary,Average_Order_Value
12608.0,40,1,415.79,415.79
12609.0,10,6,2309.01,384.83500000000004
12613.0,24,5,3472.9900000000002,694.5980000000001
12615.0,49,4,3449.79,862.4475
12616.0,24,1,417.8,417.8
12619.0,196,1,140.14,140.14
12621.0,1,16,11086.14,692.88375
12623.0,52,6,3442.7400000000002,573.7900000000001
12625.0,145,2,2481.06,1240.53
12629.0,21,2,1558.22,779.11
12631.0,92,5,2841.07,568.214
12632.0,156,2,804.88,402.44
12633.0,18,3,3514.18,1171.3933333333332
12634.0,171,2,490.0,245.0
12635.0,28,2,1241.23,620.615
12636.0,374,1,141.0,141.0
12637.0,14,4,2280.91,570.2275
12638.0,275,1,249.8,249.8
12639.0,70,2,826.27,413.135
12643.0,21,6,4960.18,826.6966666666667
12644.0,66,3,1440.58,480.1933333333333
12645.0,45,4,1764.12,441.03
12647.0,3,27,14201.53,525.9825925925926
12648.0,73,3,793.95,264.65000000000003
12649.0,18,5,1671.1399999999999,334.22799999999995
12651.0,14,3,263.75,87.91666666666667
12652.0,70,1,97.05000000000001,97.05000000000001
12653.0,162,1,1950.98,1950.98
12655.0,59,1,261.35,261.35
12656.0,61,3,2356.66,785.5533333333333
12661.0,72,1,162.0,162.0
12662.0,9,10,3138.2400000000002,313.824
12663.0,260,2,239.4,119.7
12664.0,150,2,1188.16,594.08
12665.0,53,2,250.6,125.3
12666.0,30,1,1248.42,1248.42
12668.0,14,6,7575.88,1262.6466666666668
12670.0,21,2,764.24,382.12
12671.0,242,1,2622.481,2622.481
12672.0,231,1,211.15,211.15
12673.0,37,1,619.5,619.5
12675.0,189,2,957.25,478.625
12676.0,44,5,1511.7,302.34000000000003
12677.0,191,2,395.1,197.55
12678.0,11,9,16652.72,1850.3022222222223
12681.0,3,24,17080.74,711.6975000000001
12682.0,1,23,11745.69,510.6821739130435
12683.0,1,8,4220.21,527.52625
12686.0,7,1,89.14,89.14
12687.0,116,2,2138.91,1069.455
12691.0,56,1,134.6,134.6
12692.0,273,1,110.95,110.95
12693.0,32,3,847.11,282.37
12694.0,57,1,973.68,973.68
12695.0,164,3,825.02,275.00666666666666
12696.0,70,2,851.91,425.955
12698.0,226,1,339.75,339.75
12699.0,53,1,638.11,638.11
12701.0,165,4,1648.7,412.175
12703.0,269,3,722.98,240.99333333333334
12705.0,19,5,4893.81,978.7620000000001
12708.0,4,9,2601.19,289.0211111111111
12709.0,2,20,21107.94,1055.397
12711.0,247,2,1339.05,669.525
12712.0,1,10,2797.53,279.75300000000004
12714.0,24,7,9384.85,1340.6928571428573
12717.0,226,1,277.93,277.93
12720.0,5,6,2478.94,413.1566666666667
12721.0,21,2,1356.95,678.475
12724.0,19,3,1286.11,428.7033333333333
12725.0,7,4,2266.76,566.69
12726.0,23,4,1405.5,351.375
12727.0,78,3,1698.8300000000002,566.2766666666668
12728.0,19,1,233.84,233.84
12730.0,157,1,829.25,829.25
12731.0,78,5,6879.8,1375.96
12733.0,25,3,2040.92,680.3066666666667
12734.0,10,2,529.25,264.625
12737.0,134,2,3710.5,1855.25
12738.0,8,1,155.35,155.35
12739.0,21,2,1713.69,856.845
12741.0,165,2,406.07,203.035
12742.0,261,1,1201.52,1201.52
12744.0,95,4,4037.77,1009.4425
12745.0,122,3,925.41,308.46999999999997
12746.0,176,1,254.55,254.55
12747.0,5,16,5061.03,316.314375
12748.0,1,144,22457.9,155.9576388888889
12749.0,35,4,2806.48,701.62
12751.0,80,1,268.27,268.27
12755.0,1,10,5218.709999999999,521.8709999999999
12758.0,95,5,7111.650000000001,1422.3300000000002
12759.0,22,5,3489.3,697.86
12760.0,91,1,347.8,347.8
12761.0,93,2,782.95,391.475
12763.0,5,1,320.08,320.08
12765.0,108,6,1404.58,234.09666666666666
12766.0,2,3,3078.65,1026.2166666666667
12767.0,11,1,949.82,949.82
12768.0,86,1,168.69000000000003,168.69000000000003
12770.0,92,1,1895.0,1895.0
12771.0,121,1,282.3,282.3
12773.0,200,1,124.25,124.25
12774.0,171,1,98.7,98.7
12775.0,24,2,300.08,150.04
12776.0,303,1,55.5,55.5
12777.0,93,1,519.45,519.45
12778.0,32,3,953.45,317.81666666666666
12779.0,7,7,2740.91,391.5585714285714
12780.0,234,1,337.4,337.4
12782.0,10,6,2287.32,381.22
12784.0,165,1,1230.33,1230.33
12785.0,171,2,788.45,394.225
12786.0,245,1,728.5,728.5
12787.0,49,1,398.52,398.52
12788.0,99,4,444.9,111.225
12789.0,148,2,181.5,90.75
12790.0,46,1,266.93,266.93
12791.0,9,6,863.51,143.91833333333332
12792.0,170,1,426.47,426.47
12793.0,7,2,471.85,235.925
12796.0,264,1,381.0,381.0
12797.0,1,2,552.08,276.04
12798.0,57,1,1533.8899999999999,1533.8899999999999
12799.0,165,1,219.35,219.35
12800.0,106,3,584.25,194.75
12801.0,136,1,1071.82,1071.82
12802.0,78,6,1988.84,331.4733333333333
12803.0,29,1,1092.81,1092.81
12804.0,101,2,325.37,162.685
12805.0,17,4,1434.95,358.7375
12806.0,71,4,2878.96,719.74
12807.0,19,1,330.35,330.35
12808.0,4,3,422.45,140.81666666666666
12809.0,201,2,1266.63,633.315
12810.0,170,2,534.99,267.495
12811.0,14,2,519.05,259.525
12813.0,137,3,1687.8,562.6
12817.0,35,2,524.94,262.47
12819.0,94,1,540.52,540.52
12820.0,33,7,1747.18,249.59714285714287
12821.0,247,1,128.07999999999998,128.07999999999998
12823.0,30,13,4742.0,364.7692307692308
12825.0,157,2,518.63,259.315
12826.0,1,6,1481.03,246.83833333333334
12829.0,186,1,92.30000000000001,92.30000000000001
12831.0,99,2,236.06,118.03
12835.0,63,41,5996.83,146.2641463414634
12836.0,25,11,3949.37,359.03363636363633
12837.0,205,1,528.5600000000001,528.5600000000001
12838.0,9,9,2694.75,299.4166666666667
12839.0,3,13,4480.31,344.6392307692308
12840.0,73,3,1315.2,438.40000000000003
12841.0,5,17,3472.61,204.27117647058824
12842.0,40,2,799.0,399.5
12843.0,18,22,4881.1,221.86818181818182
12844.0,78,2,322.64,161.32
12846.0,318,1,15.58,15.58
12847.0,23,1,765.36,765.36
12848.0,311,1,208.0,208.0
12849.0,17,4,2032.18,508.045
12850.0,81,1,330.0,330.0
12851.0,113,1,148.95,148.95
12853.0,63,5,1950.4,390.08000000000004
12854.0,197,4,1654.72,413.68
12855.0,8,4,612.84,153.21
12857.0,72,4,2581.6,645.4
12858.0,19,1,147.27,147.27
12859.0,94,1,575.1,575.1
12860.0,329,1,54.22,54.22
12861.0,255,1,68.25,68.25
12862.0,61,2,984.62,492.31
12863.0,15,5,2271.35,454.27
12864.0,144,1,152.45,152.45
12865.0,14,2,1755.24,877.62
12866.0,110,2,668.23,334.115
12867.0,33,6,3819.92,636.6533333333333
12868.0,9,3,640.0,213.33333333333334
12869.0,317,1,337.66999999999996,337.66999999999996
12870.0,11,3,1676.95,558.9833333333333
12871.0,75,1,363.38,363.38
12872.0,1,11,3062.52,278.4109090909091
12873.0,33,2,1653.3,826.65
12874.0,21,2,948.42,474.21
12875.0,107,3,1013.76,337.92
12876.0,30,2,1863.77,931.885
12877.0,37,8,1406.3700000000001,175.79625000000001
12880.0,17,2,640.13,320.065
12887.0,19,1,222.4,222.4
12889.0,17,4,385.46000000000004,96.36500000000001
12890.0,23,1,329.3,329.3
12891.0,94,8,509.5,63.6875
12892.0,32,1,263.38,263.38
12894.0,211,1,157.35,157.35
12897.0,17,2,297.75,148.875
12898.0,99,2,296.21000000000004,148.10500000000002
12899.0,49,1,366.4,366.4
12900.0,58,1,340.33,340.33
12903.0,64,1,833.53,833.53
12905.0,212,2,1018.42,509.21
12907.0,31,2,508.91,254.455
12908.0,16,3,1026.0,342.0
12909.0,60,3,924.52,308.17333333333335
12910.0,15,5,2721.48,544.296
12911.0,187,1,1651.72,1651.72
12913.0,4,9,4217.2300000000005,468.58111111111117
12914.0,36,1,223.98,223.98
12915.0,8,3,811.1,270.3666666666667
12916.0,78,3,1534.78,511.5933333333333
12917.0,36,5,3765.2,753.04
12918.0,262,1,10953.5,10953.5
12920.0,207,3,323.86,107.95333333333333
12921.0,2,39,19333.95,495.7423076923077
12923.0,26,2,597.6,298.8
12924.0,29,8,1535.7,191.9625
12925.0,228,1,35.28,35.28
12926.0,47,4,1523.97,380.9925
12927.0,30,1,197.31,197.31
12928.0,14,7,2242.19,320.3128571428571
12931.0,16,42,50291.38,1197.4138095238095
12932.0,175,8,1698.56,212.32
12933.0,16,5,1029.1,205.82
12934.0,372,1,181.65,181.65
12935.0,11,8,2083.16,260.395
12937.0,99,5,1593.34,318.668
12939.0,15,12,13683.0,1140.25
12941.0,360,1,377.49,377.49
12942.0,1,1,258.75,258.75
12943.0,194,2,496.5,248.25
12945.0,292,1,437.16,437.16
12946.0,72,1,324.45,324.45
12947.0,9,1,304.04,304.04
12948.0,366,2,252.48000000000002,126.24000000000001
12949.0,18,14,11359.48,811.3914285714285
12951.0,22,9,2149.65,238.85000000000002
12953.0,158,1,498.96000000000004,498.96000000000004
12954.0,274,1,162.45,162.45
12956.0,320,3,413.82,137.94
12957.0,177,5,4689.43,937.8860000000001
12958.0,36,2,467.34,233.67
12959.0,120,1,150.95,150.95
12960.0,49,4,1322.07,330.5175
12961.0,15,1,211.99,211.99
12963.0,1,5,1744.96,348.992
12964.0,73,1,132.24,132.24
12967.0,7,2,2646.02,1323.01
12969.0,238,1,122.45,122.45
12970.0,16,6,1048.13,174.68833333333336
12971.0,2,33,4782.88,144.93575757575758
12972.0,49,4,1161.2,290.3
12973.0,49,1,385.55,385.55
12974.0,201,1,264.15,264.15
12975.0,72,6,2100.09,350.01500000000004
12976.0,14,7,2417.7799999999997,345.3971428571428
12977.0,137,3,474.64,158.21333333333334
12978.0,21,5,2502.82,500.564
12979.0,365,1,517.7,517.7
12980.0,22,12,8870.880000000001,739.2400000000001
12982.0,30,7,2354.27,336.32428571428574
12983.0,234,1,490.08000000000004,490.08000000000004
12986.0,64,10,2729.84,272.98400000000004
12987.0,56,3,753.51,251.17
12989.0,60,18,6627.64,368.20222222222225
12990.0,53,4,546.0,136.5
12991.0,25,1,261.06,261.06
12992.0,361,1,93.35000000000001,93.35000000000001
12993.0,81,4,844.87,211.2175
12996.0,11,1,355.5,355.5
12997.0,30,4,884.02,221.005
12998.0,128,3,920.08,306.6933333333333
13000.0,361,1,497.65000000000003,497.65000000000003
13001.0,40,20,14256.68,712.8340000000001
13002.0,52,2,293.18,146.59
13004.0,22,18,5994.94,333.0522222222222
13005.0,67,2,485.98,242.99
13007.0,215,1,175.25,175.25
13008.0,33,2,382.66,191.33
13009.0,308,1,234.0,234.0
13010.0,10,2,330.12,165.06
13011.0,8,1,50.550000000000004,50.550000000000004
13012.0,65,3,1310.99,436.99666666666667
13013.0,7,18,7814.83,434.15722222222223
13014.0,68,1,1914.8,1914.8
13015.0,74,6,3240.14,540.0233333333333
13018.0,49,7,2485.46,355.0657142857143
13019.0,15,6,1229.95,204.99166666666667
13020.0,198,2,618.96,309.48
13021.0,10,8,2270.86,283.8575
13022.0,65,1,65.3,65.3
13023.0,164,1,759.13,759.13
13024.0,106,2,555.87,277.935
13025.0,367,1,323.39,323.39
13026.0,124,4,757.72,189.43
13027.0,21,13,10327.2,794.4000000000001
13029.0,10,2,679.8,339.9
13030.0,4,1,402.36,402.36
13031.0,43,5,3292.84,658.568
13032.0,28,7,1805.78,257.9685714285714
13033.0,65,1,30.0,30.0
13034.0,5,2,279.91,139.955
13035.0,67,1,442.32,442.32
13036.0,320,1,307.1,307.1
13037.0,35,9,3033.88,337.09777777777776
13039.0,220,4,1010.73,252.6825
13041.0,86,4,799.13,199.7825
13042.0,234,3,1488.59,496.19666666666666
13044.0,128,10,4287.58,428.758
13045.0,37,2,503.64,251.82
13046.0,92,1,319.94,319.94
13047.0,9,17,5557.62,326.9188235294118
13048.0,72,5,2229.72,445.94399999999996
13049.0,25,2,751.5600000000001,375.78000000000003
13050.0,2,19,6477.67,340.93
13051.0,214,2,155.8,77.9
13052.0,56,6,2771.18,461.8633333333333
13053.0,257,1,127.65,127.65
13055.0,65,1,1106.7,1106.7
13056.0,187,1,209.48,209.48
13057.0,166,3,709.59,236.53
13059.0,49,9,2108.37,234.26333333333332
13063.0,116,1,188.4,188.4
13064.0,186,2,561.25,280.625
13065.0,9,5,1055.05,211.01
13067.0,45,2,393.05,196.525
13069.0,5,16,5185.51,324.094375
13070.0,95,3,522.9,174.29999999999998
13071.0,248,1,129.22,129.22
13073.0,47,2,418.08,209.04
13074.0,147,4,1378.74,344.685
13076.0,93,1,135.4,135.4
13077.0,2,8,2326.35,290.79375
13078.0,2,32,16904.510000000002,528.2659375000001
13079.0,53,1,199.08,199.08
13080.0,37,3,222.65,74.21666666666667
13081.0,7,19,30867.77,1624.6194736842106
13082.0,60,12,3722.12,310.1766666666667
13083.0,61,1,91.67999999999999,91.67999999999999
13084.0,127,1,122.39999999999999,122.39999999999999
13085.0,315,6,2017.2,336.2
13086.0,18,1,439.33000000000004,439.33000000000004
13087.0,362,1,313.64,313.64
13088.0,53,1,236.11,236.11
13089.0,4,109,57885.45,531.0591743119265
13090.0,1,13,5189.32,399.17846153846153
13091.0,365,2,1976.0,988.0
13092.0,50,7,1662.45,237.49285714285716
13093.0,9,48,47111.18,981.4829166666667
13094.0,4,2,505.8,252.9
13096.0,30,1,419.70000000000005,419.70000000000005
13097.0,24,18,7320.88,406.71555555555557
13101.0,134,3,594.21,198.07000000000002
13102.0,1,14,5272.83,376.6307142857143
13103.0,73,2,465.70000000000005,232.85000000000002
13104.0,51,3,610.62,203.54
13105.0,72,1,72.0,72.0
13106.0,49,1,526.96,526.96
13107.0,49,5,3721.45,744.29
13108.0,8,2,748.46,374.23
13109.0,187,1,347.49,347.49
13110.0,73,5,1468.8000000000002,293.76000000000005
13111.0,354,1,321.88000000000005,321.88000000000005
13112.0,177,1,20.6,20.6
13113.0,2,14,6357.08,454.07714285714286
13114.0,366,1,234.38,234.38
13115.0,15,6,3199.92,533.32
13117.0,1,12,1658.8999999999999,138.24166666666665
13118.0,12,4,1217.6,304.4
13119.0,304,1,134.9,134.9
13123.0,108,2,506.75,253.375
13124.0,21,1,885.33,885.33
13125.0,159,1,148.62,148.62
13126.0,2,7,1898.6100000000001,271.23
13128.0,267,1,263.5,263.5
13129.0,88,2,233.25,116.625
13131.0,54,4,2240.47,560.1175
13133.0,95,1,90.65,90.65
13134.0,38,2,681.65,340.825
13135.0,127,1,275.45,275.45
13136.0,11,8,3666.9500000000003,458.36875000000003
13137.0,22,8,3983.65,497.95625
13138.0,8,2,504.85,252.425
13139.0,73,1,3138.04,3138.04
13140.0,2,3,790.71,263.57
13141.0,21,12,5267.33,438.94416666666666
13143.0,220,1,405.1,405.1
13144.0,67,1,24.4,24.4
13145.0,8,4,805.0,201.25
13148.0,25,14,4814.56,343.8971428571429
13150.0,120,3,449.96999999999997,149.98999999999998
13151.0,261,2,1207.34,603.67
13152.0,53,7,2146.38,306.6257142857143
13154.0,35,3,1624.84,541.6133333333333
13155.0,4,3,778.42,259.4733333333333
13156.0,21,3,1586.54,528.8466666666667
13157.0,45,5,3946.14,789.228
13158.0,24,1,307.12,307.12
13161.0,136,1,359.38,359.38
13162.0,16,12,7587.2,632.2666666666667
13163.0,246,1,17.65,17.65
13164.0,205,2,372.2,186.1
13165.0,49,1,429.68,429.68
13166.0,50,1,458.73,458.73
13167.0,26,1,333.82,333.82
13168.0,178,1,541.14,541.14
13169.0,198,1,127.2,127.2
13172.0,36,1,69.6,69.6
13173.0,3,10,2212.11,221.211
13174.0,5,10,6621.6,662.1600000000001
13175.0,218,2,831.45,415.725
13177.0,66,1,229.75,229.75
13178.0,33,10,8333.72,833.372
13179.0,254,1,572.3100000000001,572.3100000000001
13180.0,243,1,86.10000000000001,86.10000000000001
13181.0,17,1,359.69,359.69
13183.0,30,6,3078.4,513.0666666666667
13187.0,260,3,105.34,35.11333333333334
13190.0,180,3,570.66,190.22
13191.0,294,1,164.69,164.69
13192.0,171,4,1646.6399999999999,411.65999999999997
13194.0,57,1,412.08,412.08
13195.0,50,1,136.73,136.73
13196.0,79,3,1271.06,423.68666666666667
13197.0,245,1,373.01000000000005,373.01000000000005
13198.0,23,2,1572.99,786.495
13199.0,2,30,6615.77,220.5256666666667
13201.0,138,4,1233.06,308.265
13202.0,30,7,1580.3,225.75714285714284
13203.0,22,6,1778.79,296.465
13204.0,367,1,966.6600000000001,966.6600000000001
13205.0,79,1,2803.2,2803.2
13206.0,36,13,8308.19,639.0915384615384
13207.0,87,2,285.6,142.8
13208.0,85,3,758.65,252.88333333333333
13209.0,150,5,2617.9,523.58
13211.0,17,7,1523.35,217.62142857142857
13213.0,19,6,2330.94,388.49
13214.0,53,7,3264.23,466.31857142857143
13215.0,38,1,81.6,81.6
13217.0,291,1,132.5,132.5
13219.0,254,1,76.23,76.23
13220.0,211,1,516.8,516.8
13222.0,213,1,88.5,88.5
13223.0,59,4,805.9200000000001,201.48000000000002
13225.0,57,9,9796.23,1088.47
13226.0,29,1,204.25,204.25
13230.0,1,17,3457.83,203.40176470588236
13233.0,56,2,571.34,285.67
13234.0,308,2,346.5,173.25
13237.0,23,1,643.0,643.0
13238.0,66,2,305.9,152.95
13239.0,73,4,1265.1299999999999,316.28249999999997
13240.0,1,5,1036.21,207.24200000000002
13241.0,47,1,112.53,112.53
13242.0,87,4,429.0,107.25
13243.0,85,4,635.26,158.815
13245.0,68,1,558.72,558.72
13246.0,29,5,1390.23,278.046
13249.0,37,6,897.52,149.58666666666667
13250.0,96,2,253.09,126.545
13251.0,38,1,252.68,252.68
13252.0,30,2,399.3,199.65
13253.0,66,2,1920.71,960.355
13254.0,12,1,51.410000000000004,51.410000000000004
13255.0,9,2,504.95,252.475
13257.0,72,1,149.75,149.75
13258.0,15,2,336.59999999999997,168.29999999999998
13259.0,33,8,1119.36,139.92
13262.0,25,2,373.16,186.58
13263.0,29,4,1239.27,309.8175
13264.0,78,1,722.5600000000001,722.5600000000001
13266.0,49,7,2300.78,328.6828571428572
13267.0,2,18,5236.77,290.9316666666667
13269.0,5,14,3545.47,253.24785714285713
13270.0,2,1,590.0,590.0
13274.0,45,1,360.85,360.85
13275.0,19,2,238.86,119.43
13276.0,33,3,1300.98,433.66
13277.0,16,3,264.9,88.3
13278.0,35,3,893.12,297.70666666666665
13280.0,15,4,1494.87,373.7175
13281.0,75,1,350.85,350.85
13282.0,42,1,181.05,181.05
13283.0,203,2,279.7,139.85
13285.0,236,2,655.47,327.735
13286.0,236,1,734.91,734.91
13287.0,239,3,781.59,260.53000000000003
13288.0,79,5,927.61,185.522
13289.0,359,1,307.95,307.95
13290.0,74,1,208.63,208.63
13291.0,50,10,2909.68,290.96799999999996
13292.0,51,3,415.57,138.52333333333334
13293.0,28,6,1192.94,198.82333333333335
13294.0,282,1,815.79,815.79
13295.0,12,3,900.77,300.25666666666666
13296.0,59,5,705.11,141.022
13297.0,21,3,2278.77,759.59
13299.0,59,2,1076.2,538.1
13300.0,24,2,913.62,456.81
13302.0,162,1,95.45,95.45
13303.0,36,1,61.72,61.72
13304.0,91,3,917.57,305.8566666666667
13305.0,8,7,1751.75,250.25
13306.0,66,1,53.65,53.65
13307.0,123,2,258.34,129.17
13308.0,232,1,284.86,284.86
13309.0,28,1,249.58,249.58
13310.0,16,2,409.17,204.585
13312.0,87,1,124.75,124.75
13313.0,115,7,1890.0,270.0
13315.0,325,1,310.26,310.26
13316.0,28,6,7207.89,1201.315
13317.0,21,13,4212.411,324.0316153846154
13319.0,1,34,11236.95,330.4985294117647
13320.0,70,2,679.4,339.7
13324.0,64,8,3391.52,423.94
13326.0,68,1,281.76,281.76
13327.0,1,14,6251.71,446.55071428571426
13329.0,2,7,4323.97,617.71
13330.0,91,3,1655.17,551.7233333333334
13331.0,37,1,262.4,262.4
13333.0,47,3,1015.74,338.58
13334.0,172,2,2699.48,1349.74
13337.0,182,1,1575.26,1575.26
13338.0,177,3,1958.6,652.8666666666667
13340.0,53,5,11364.08,2272.816
13346.0,98,6,299.4,49.9
13357.0,130,4,3196.11,799.0275
13359.0,39,1,603.75,603.75
13360.0,67,4,1553.65,388.4125
13361.0,108,2,1450.5,725.25
13362.0,14,3,2303.33,767.7766666666666
13363.0,45,1,731.36,731.36
13367.0,67,1,510.20000000000005,510.20000000000005
13368.0,50,2,498.1,249.05
13369.0,1,1,308.28000000000003,308.28000000000003
13370.0,7,1,754.87,754.87
13371.0,141,2,2297.66,1148.83
13373.0,51,3,4274.94,1424.9799999999998
13374.0,50,2,422.8,211.4
13375.0,80,1,1013.58,1013.58
13377.0,32,2,1552.88,776.44
13380.0,68,1,62.4,62.4
13381.0,15,6,4585.06,764.1766666666667
13382.0,64,4,1164.59,291.1475
13383.0,179,1,305.28000000000003,305.28000000000003
13384.0,26,4,2528.9,632.225
13386.0,50,2,835.46,417.73
13387.0,53,1,186.94,186.94
13388.0,239,1,508.55,508.55
13392.0,313,1,91.14,91.14
13393.0,219,4,1131.45,282.8625
13394.0,15,11,4101.68,372.88000000000005
13395.0,36,2,872.51,436.255
13397.0,73,5,1647.74,329.548
13398.0,84,1,213.0,213.0
13399.0,100,3,275.4,91.8
13400.0,218,1,310.83,310.83
13402.0,8,3,913.9000000000001,304.6333333333334
13403.0,23,2,154.5,77.25
13405.0,117,3,641.36,213.78666666666666
13406.0,63,2,568.92,284.46
